Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,111,56,55,50.5%,124-132,48.4%,1146-1198,48.9%,12-11,52.2%,98,66.1%,32.2%,6.1%,8.0%,55.5%,66.8%,44.2%,56.7%,42.0%,49.3%,0.97
Clay,42,20,22,47.6%,49-45,52.1%,442-438,50.2%,6-3,66.7%,42,61.7%,38.9%,4.3%,8.3%,58.2%,63.9%,42.9%,55.1%,45.2%,50.2%,1.01
Grass,27,16,11,59.3%,36-28,56.3%,312-290,51.8%,5-2,71.4%,27,70.6%,34.7%,5.4%,5.5%,59.1%,68.1%,44.9%,58.6%,43.6%,50.8%,1.05
Grand Slams,38,17,21,44.7%,40-50,44.4%,369-439,45.7%,4-1,80.0%,37,61.0%,31.4%,6.0%,7.1%,57.1%,63.9%,42.6%,54.8%,42.4%,48.6%,0.94
Premiers,43,17,26,39.5%,38-54,41.3%,383-447,46.1%,2-3,40.0%,41,62.0%,30.8%,5.4%,8.1%,57.0%,66.4%,41.1%,55.5%,41.5%,48.4%,0.93
Internationals,69,41,28,59.4%,91-72,55.8%,811-736,52.4%,11-9,55.0%,68,70.4%,35.7%,5.6%,7.4%,57.1%,68.2%,45.9%,58.7%,43.4%,51.1%,1.05
Finals,3,1,2,33.3%,2-4,33.3%,19-30,38.8%,0-0,-,3,52.0%,23.1%,2.3%,6.3%,52.8%,62.4%,38.6%,51.1%,32.6%,42.8%,0.67
Semi-finals,8,3,5,37.5%,6-10,37.5%,72-88,45.0%,2-1,66.7%,8,68.6%,23.6%,4.1%,9.0%,52.6%,66.0%,48.5%,57.7%,39.3%,47.9%,0.93
Quarter-finals,18,8,10,44.4%,18-23,43.9%,188-203,48.1%,3-4,42.9%,17,61.9%,36.9%,4.9%,7.6%,57.0%,64.8%,43.8%,55.7%,43.7%,49.9%,0.99
vs Righties,167,84,83,50.3%,193-192,50.1%,1762-1799,49.5%,21-14,60.0%,155,65.5%,34.5%,5.5%,7.7%,56.8%,66.1%,43.9%,56.5%,43.1%,49.7%,0.99
vs Lefties,11,7,4,63.6%,14-11,56.0%,119-115,50.9%,2-2,50.0%,11,67.3%,33.3%,5.8%,8.7%,56.0%,67.9%,47.4%,58.9%,42.7%,51.1%,1.04
vs Top 10,13,3,10,23.1%,7-21,25.0%,100-159,38.6%,1-1,50.0%,12,57.6%,22.7%,4.9%,6.2%,58.0%,65.8%,35.5%,53.0%,39.0%,46.1%,0.83
