Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2022 Charleston R64,L vs Fruhvirtova,3.5,3.4,3.6,40.8%,53.5%,50.0%,50.0%,55.2%,4.4%,-6.0,-4.8,-4.5,-4.2
2022 Doha R32,L vs Kontaveit,3.5,3.7,3.4,43.0%,47.6%,25.0%,100.0%,45.1%,6.2%,-9.0,-11.7,4.0,4.0
2022 Australian Open R64,L vs Collins,2.8,2.3,3.2,43.0%,38.9%,75.0%,42.9%,42.3%,15.5%,8.5,21.8,4.0,6.7
2021 US Open R128,L vs Fernandez,3.1,3.3,2.8,49.0%,50.0%,27.3%,33.3%,41.9%,10.6%,0.0,0.0,-2.0,-2.2
2021 Roland Garros R128,L vs Sabalenka,2.7,2.9,2.5,49.5%,32.1%,83.3%,0.0%,58.6%,17.0%,-6.0,-9.2,0.5,1.2
2021 Belgrade SF,W vs Osorio,3.3,3.3,3.3,48.8%,54.5%,60.0%,45.5%,50.0%,12.3%,18.0,15.8,13.5,11.9
2021 Istanbul R32,W vs Errani,3.9,3.9,3.9,50.7%,62.5%,50.0%,50.0%,51.4%,8.1%,14.5,11.5,2.0,1.8
2021 Miami R32,W vs Swiatek,3.0,2.7,3.3,50.0%,62.9%,47.4%,33.3%,41.6%,3.9%,10.5,13.8,3.5,2.9
2021 Miami R128,W vs Siniakova,3.9,3.4,4.3,57.6%,48.1%,50.0%,50.0%,53.5%,9.1%,4.5,3.8,9.5,9.0
2018 Brisbane R16,L vs Svitolina,3.4,3.6,3.2,40.4%,42.4%,42.9%,66.7%,33.8%,6.4%,-0.5,-1.1,-7.5,-8.9
2017 Wimbledon R32,W vs Cibulkova,3.1,3.2,3.1,50.7%,50.8%,75.0%,25.0%,48.2%,9.6%,1.0,0.7,19.5,13.9
2017 Indian Wells R64,L vs Peng,3.3,3.2,3.3,40.3%,44.4%,50.0%,100.0%,41.9%,17.8%,5.0,8.2,-6.5,-8.8
2017 St Petersburg R16,L vs Halep,3.9,4.0,3.7,50.0%,45.9%,47.8%,0.0%,47.5%,18.1%,16.0,15.8,-10.5,-10.4
2016 Guangzhou SF,L vs Jankovic,3.6,3.9,3.3,51.1%,44.2%,41.7%,55.6%,49.6%,16.5%,2.5,2.3,6.5,6.6
2016 US Open R16,W vs Radwanska,3.9,3.9,3.9,56.5%,62.5%,35.7%,44.4%,53.3%,18.6%,3.5,4.3,3.0,4.3
2016 New Haven R16,L vs Vinci,3.1,3.5,2.8,34.3%,50.0%,50.0%,66.7%,49.3%,19.1%,-12.5,-20.8,3.5,6.5
2016 Mallorca R32,L vs Jankovic,3.1,3.3,2.8,42.4%,47.6%,57.1%,50.0%,50.0%,14.9%,0.0,0.0,1.0,1.7
2016 Australian Open R64,L vs Kasatkina,3.2,3.3,3.0,38.0%,55.9%,62.5%,50.0%,58.5%,10.3%,10.0,9.5,-4.0,-6.0
2015 Stanford R16,L vs Kerber,4.2,3.8,4.6,41.1%,44.1%,61.5%,50.0%,33.2%,13.7%,5.5,10.0,-4.0,-3.4
2015 Nottingham F,W vs Niculescu,4.8,4.5,5.0,51.5%,53.3%,36.0%,30.8%,52.6%,11.2%,-4.0,-2.9,-5.0,-4.1
Career (23 matches),,3.5,3.5,3.5,46.9%,49.4%,51.0%,45.5%,47.9%,12.3%,2.5,3.0,0.9,1.0
