Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2022 Charleston R64,L vs Fruhvirtova,22.0%,29.3%,54.5%,26.5%,32.7%,55.6%,30.0%,17.2%,25.0%,20.8%,33.3%,52.6%,15.4%,18.2%,0.0%,56
2022 Doha R32,L vs Kontaveit,22.6%,28.3%,35.9%,29.4%,38.2%,41.7%,29.4%,47.1%,75.0%,11.8%,11.8%,26.7%,28.6%,40.0%,25.0%,2
2022 Australian Open R64,L vs Collins,30.9%,49.1%,50.0%,38.5%,69.2%,68.8%,7.7%,23.1%,0.0%,33.3%,42.9%,28.6%,55.6%,16.7%,0.0%,159
2021 US Open R128,L vs Fernandez,29.3%,41.3%,42.2%,37.0%,47.8%,34.5%,53.3%,19.4%,16.7%,23.8%,42.9%,56.3%,66.7%,22.2%,0.0%,80
2021 Roland Garros R128,L vs Sabalenka,20.3%,26.1%,37.5%,26.7%,35.6%,39.4%,52.2%,40.9%,57.1%,11.8%,11.8%,33.3%,11.1%,25.0%,0.0%,-23
2021 Belgrade SF,W vs Osorio,21.2%,29.4%,51.8%,34.1%,43.2%,51.7%,41.2%,33.3%,33.3%,10.0%,20.0%,51.9%,50.0%,50.0%,-,-34
2021 Istanbul R32,W vs Errani,13.6%,27.3%,57.7%,17.4%,32.6%,57.9%,52.6%,18.5%,50.0%,6.7%,20.0%,57.1%,14.3%,12.5%,-,-61
2021 Miami R32,W vs Swiatek,37.7%,48.1%,45.5%,46.9%,57.1%,46.2%,40.9%,22.2%,66.7%,25.0%,37.5%,44.4%,35.7%,30.0%,0.0%,68
2021 Miami R128,W vs Siniakova,30.6%,42.4%,51.9%,35.6%,50.8%,57.9%,60.0%,12.8%,25.0%,23.8%,28.6%,37.5%,53.3%,0.0%,-,103
2018 Brisbane R16,L vs Svitolina,22.4%,24.5%,36.4%,28.0%,32.0%,50.0%,50.0%,38.5%,50.0%,21.1%,21.1%,20.0%,40.0%,77.8%,100.0%,73
2017 Wimbledon R32,W vs Cibulkova,29.1%,39.8%,43.5%,36.1%,50.8%,46.2%,42.9%,30.3%,50.0%,21.1%,26.3%,40.0%,11.1%,10.0%,0.0%,11
2017 Indian Wells R64,L vs Peng,18.0%,27.9%,43.2%,23.3%,33.3%,47.8%,50.0%,18.8%,20.0%,16.0%,28.0%,38.1%,64.3%,0.0%,0.0%,30
2017 St Petersburg R16,L vs Halep,21.8%,33.3%,44.4%,30.4%,46.4%,64.1%,34.6%,30.0%,12.5%,7.7%,11.5%,12.5%,40.0%,18.8%,0.0%,-44
2016 Guangzhou SF,L vs Jankovic,17.1%,36.8%,54.4%,25.7%,51.4%,65.4%,26.7%,25.0%,0.0%,11.4%,28.6%,45.2%,100.0%,23.8%,0.0%,-6
2016 US Open R16,W vs Radwanska,32.2%,47.5%,53.8%,40.0%,65.7%,76.2%,50.0%,26.3%,0.0%,21.7%,21.7%,27.8%,62.5%,26.7%,-,-54
2016 New Haven R16,L vs Vinci,13.0%,19.6%,48.6%,16.7%,25.0%,60.0%,18.2%,23.1%,0.0%,11.8%,17.6%,33.3%,33.3%,12.5%,0.0%,-14
2016 Mallorca R32,L vs Jankovic,24.6%,34.4%,46.2%,38.5%,53.8%,62.5%,53.8%,38.5%,-,17.9%,25.0%,34.8%,33.3%,30.8%,33.3%,46
2016 Australian Open R64,L vs Kasatkina,13.1%,20.2%,47.5%,10.9%,21.7%,41.5%,41.7%,27.3%,40.0%,25.0%,29.2%,61.1%,60.0%,0.0%,0.0%,73
2015 Stanford R16,L vs Kerber,16.4%,27.3%,42.9%,21.4%,35.7%,40.9%,38.5%,26.7%,25.0%,13.0%,21.7%,45.0%,50.0%,11.1%,0.0%,9
2015 Nottingham F,W vs Niculescu,16.7%,29.8%,49.3%,20.8%,41.7%,60.5%,38.5%,31.8%,0.0%,11.4%,14.3%,35.5%,7.1%,4.8%,0.0%,-70
Career (23 matches),,22.7%,33.4%,47.2%,29.6%,44.0%,52.2%,42.0%,26.7%,31.0%,16.8%,24.1%,40.2%,40.6%,19.9%,13.6%,38
