Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2022 US Open R128,L vs Haddad Maia,6,21,0.3,7.8%,27.3%,5,17,0.3,7.4%,25.0%,0.0%,7.4%,1.4,22.1%,15.6%
2022 Charleston R64,L vs Fruhvirtova,31,59,0.5,18.8%,35.8%,29,50,0.6,19.6%,33.8%,12.8%,6.8%,0.4,5.5%,13.9%
2022 Doha R32,L vs Kontaveit,18,30,0.6,13.0%,21.7%,14,28,0.5,11.1%,22.2%,5.6%,4.8%,0.8,18.1%,23.9%
2022 Australian Open R64,L vs Collins,16,20,0.8,13.1%,16.4%,16,12,1.3,15.1%,11.3%,8.5%,5.7%,1.0,12.3%,12.3%
2021 US Open R128,L vs Fernandez,22,38,0.6,15.5%,26.8%,16,28,0.6,13.4%,23.5%,6.7%,1.7%,0.8,16.2%,19.7%
2021 Wimbledon R128,L vs Sorribes Tormo,47,51,0.9,26.7%,29.0%,43,39,1.1,27.6%,25.0%,17.9%,9.0%,1.9,9.7%,5.1%
2021 Roland Garros R128,L vs Sabalenka,10,18,0.6,7.9%,14.3%,10,18,0.6,9.7%,17.5%,,,0.7,13.5%,19.0%
2021 Belgrade SF,W vs Osorio,45,38,1.2,23.1%,19.5%,42,27,1.6,25.5%,16.4%,15.2%,10.3%,0.8,11.3%,13.3%
2021 Istanbul R32,W vs Errani,35,45,0.8,23.2%,29.8%,34,40,0.9,24.3%,28.6%,15.0%,9.3%,0.5,7.3%,13.9%
2021 Miami R32,W vs Swiatek,39,28,1.4,21.3%,15.3%,29,24,1.2,18.4%,15.2%,7.6%,10.1%,0.9,14.8%,15.8%
2021 Miami R128,W vs Siniakova,39,33,1.2,23.4%,19.8%,32,28,1.1,21.5%,18.8%,9.4%,12.1%,1.0,13.8%,14.4%
2018 Wimbledon R128,L vs Liu,21,51,0.4,10.9%,26.4%,15,46,0.3,8.5%,26.1%,3.4%,2.3%,0.5,10.4%,21.8%
2018 Brisbane R16,L vs Svitolina,15,29,0.5,15.0%,29.0%,13,24,0.5,14.6%,27.0%,5.6%,7.9%,1.1,17.0%,16.0%
2017 Wimbledon R16,L vs Williams,9,10,0.9,11.5%,12.8%,7,8,0.9,10.4%,11.9%,6.0%,3.0%,2.5,25.6%,10.3%
2017 Wimbledon R32,W vs Cibulkova,54,47,1.1,23.6%,20.5%,47,43,1.1,22.5%,20.6%,9.6%,12.0%,0.9,9.6%,10.5%
2017 Wimbledon R64,W vs Begu,34,43,0.8,17.1%,21.6%,28,35,0.8,16.2%,20.2%,10.4%,4.6%,0.9,12.1%,13.1%
2017 Wimbledon R128,W vs Lisicki,14,8,1.8,14.1%,8.1%,13,7,1.9,14.0%,7.5%,6.5%,7.5%,0.5,10.1%,21.2%
2017 Roland Garros R64,L vs Linette,21,40,0.5,20.4%,38.8%,18,36,0.5,19.6%,39.1%,10.9%,6.5%,1.8,10.7%,5.8%
2017 Indian Wells R64,L vs Peng,21,34,0.6,17.9%,29.1%,20,28,0.7,19.0%,26.7%,7.6%,11.4%,1.1,14.5%,12.8%
2017 St. Petersburg R16,L vs Halep,31,40,0.8,20.4%,26.3%,26,35,0.7,19.0%,25.5%,10.9%,7.3%,1.3,13.2%,9.9%
Career (41 matches),,1065,1390,0.8,18.7%,24.5%,911,1188,0.8,18.0%,23.4%,9.3%,7.4%,0.8,11.7%,13.9%
