Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2025,1,0,1,0.0%,0-2,0.0%,7-13,35.0%,0-0,-,1,60.0%,10.0%,0.0%,14.8%,42.6%,60.9%,48.4%,53.7%,36.4%,44.2%,0.79,R32 (Rabat)
2023,2,0,2,0.0%,1-3,25.0%,15-24,38.5%,1-0,100.0%,2,66.7%,9.1%,5.4%,7.5%,54.4%,70.0%,41.8%,57.1%,30.7%,44.4%,0.72,R32 (2x)
2022,22,7,15,31.8%,18-33,35.3%,209-261,44.5%,2-2,50.0%,20,61.4%,30.7%,5.6%,7.7%,58.1%,65.1%,41.0%,55.0%,41.6%,48.2%,0.93,QF (2x)
2021,31,17,14,54.8%,38-33,53.5%,338-334,50.3%,4-4,50.0%,31,61.6%,39.0%,5.3%,10.1%,58.9%,63.3%,42.3%,54.7%,45.7%,50.2%,1.01,F (Belgrade)
2019,3,1,2,33.3%,3-4,42.9%,34-35,49.3%,0-0,-,3,74.3%,23.5%,5.7%,12.3%,42.2%,74.2%,48.4%,59.2%,38.6%,48.6%,0.95,
2018,4,1,3,25.0%,3-6,33.3%,29-45,39.2%,1-0,100.0%,4,48.6%,24.3%,6.2%,5.0%,62.0%,58.7%,37.0%,50.4%,41.9%,46.3%,0.85,R16 (Brisbane)
2017,43,24,19,55.8%,52-44,54.2%,463-450,50.7%,8-5,61.5%,43,69.3%,34.8%,5.2%,6.6%,57.5%,67.2%,44.9%,57.7%,43.2%,50.4%,1.02,F (Auckland)
2016,36,20,16,55.6%,46-35,56.8%,382-354,51.9%,4-2,66.7%,32,68.4%,34.5%,5.7%,7.5%,54.4%,68.0%,44.5%,57.3%,43.5%,50.4%,1.02,SF (2x)
2015,21,11,10,52.4%,24-23,51.1%,213-208,50.6%,1-1,50.0%,17,67.5%,40.7%,5.0%,6.0%,57.9%,65.9%,48.7%,58.7%,42.7%,51.0%,1.03,W (Nottingham)
2014,14,8,6,57.1%,18-20,47.4%,165-174,48.7%,1-1,50.0%,14,-,-,6.9%,7.5%,54.2%,69.4%,43.3%,57.5%,41.5%,49.3%,0.98,SF (Istanbul)
2013,3,3,0,100.0%,6-2,75.0%,45-28,61.6%,1-1,50.0%,0,,,,,,,,,,,,
Career,180,92,88,51.1%,209-205,50.5%,1900-1926,49.7%,23-16,59.0%,167,65.5%,34.4%,5.5%,7.7%,56.7%,66.3%,44.0%,56.6%,43.0%,49.8%,0.99,
