Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
1994 Australian Open R16,L vs Sampras,21.5%,29.0%,54.7%,26.9%,42.5%,52.5%,65.2%,55.0%,23.5%,43.5%,0.0%,9.1%,18.2%,46.7%,-24
1993 Tokyo Indoor F,W vs Martin,39.0%,45.8%,50.0%,41.5%,65.6%,75.0%,45.5%,70.3%,56.3%,43.8%,100.0%,10.5%,15.8%,52.9%,-79
1993 New Haven QF,L vs Agassi,32.1%,45.3%,41.2%,37.0%,56.0%,72.0%,63.6%,66.4%,50.0%,46.2%,50.0%,11.5%,23.1%,30.4%,0
1993 Munich F,W vs Stich,14.6%,16.7%,55.6%,15.6%,40.0%,46.7%,66.7%,43.3%,57.1%,62.5%,50.0%,10.0%,10.0%,44.4%,-79
1992 US Open R16,W vs Becker,26.7%,41.9%,55.4%,36.0%,34.9%,53.8%,63.8%,50.0%,54.9%,58.2%,100.0%,14.8%,24.6%,44.2%,14
1992 US Open QF,L vs Edberg,24.3%,35.7%,46.3%,30.1%,33.9%,44.9%,52.6%,43.0%,51.8%,61.3%,83.3%,7.9%,20.6%,37.9%,-36
1992 New Haven SF,L vs Edberg,22.0%,34.1%,44.9%,27.8%,33.3%,51.3%,46.2%,46.9%,47.6%,61.1%,60.0%,23.3%,36.7%,43.5%,16
1992 Cincinnati F,L vs Sampras,32.1%,39.7%,40.4%,34.7%,44.2%,51.2%,29.2%,49.1%,39.1%,60.0%,100.0%,17.6%,26.5%,50.0%,-36
1992 Cincinnati SF,W vs Chang,31.5%,38.9%,45.9%,34.3%,53.8%,65.4%,66.7%,59.6%,61.5%,46.2%,0.0%,10.7%,14.3%,36.0%,-79
1992 Canada F,L vs Agassi,26.3%,31.3%,36.4%,29.0%,42.9%,48.6%,45.0%,49.1%,68.4%,56.3%,100.0%,14.6%,19.5%,31.4%,29
1992 Canada SF,W vs Masur,28.9%,44.4%,67.7%,34.9%,34.5%,44.8%,57.9%,43.8%,53.8%,43.8%,100.0%,20.0%,46.7%,83.3%,16
1992 Australian Open QF,L vs Edberg,27.5%,40.9%,50.0%,33.7%,37.2%,48.8%,61.1%,47.9%,40.0%,56.5%,33.3%,15.3%,32.2%,38.0%,17
1991 Grand Slam Cup SF,L vs Chang,15.0%,20.9%,40.0%,18.2%,39.2%,49.0%,38.7%,48.8%,72.0%,46.2%,50.0%,8.1%,18.9%,41.2%,-38
1991 Tour Finals SF,L vs Sampras,22.4%,28.6%,34.2%,25.7%,45.5%,54.5%,50.0%,52.7%,60.0%,50.0%,0.0%,3.7%,7.4%,26.9%,-79
1991 Tour Finals RR,W vs Courier,42.5%,55.0%,72.7%,46.3%,66.7%,86.7%,100.0%,76.7%,42.9%,37.5%,-,29.2%,37.5%,64.7%,-19
1991 Tour Finals RR,W vs Novacek,60.0%,60.0%,60.0%,60.0%,84.6%,84.6%,50.0%,84.6%,45.5%,66.7%,-,15.4%,15.4%,63.6%,29
1991 Tour Finals RR,W vs Forget,39.1%,52.2%,74.1%,47.2%,50.0%,67.9%,64.3%,63.2%,53.3%,30.8%,-,23.5%,29.4%,84.6%,5
1991 US Open SF,L vs Edberg,22.4%,30.6%,40.6%,27.4%,34.1%,46.3%,48.1%,44.6%,52.4%,55.0%,0.0%,11.9%,16.7%,35.1%,-10
1991 US Open QF,W vs Stich,29.2%,39.0%,58.1%,33.6%,44.9%,56.2%,57.1%,52.6%,47.5%,55.1%,57.1%,8.2%,16.4%,58.9%,-33
1991 Long Island F,W vs Edberg,18.0%,24.0%,51.2%,21.4%,32.1%,35.7%,47.4%,38.2%,50.0%,71.4%,100.0%,0.0%,9.1%,54.5%,-118
Career (129 matches),,24.2%,34.5%,52.9%,30.0%,36.6%,49.5%,57.0%,47.5%,50.2%,54.0%,56.1%,12.7%,21.6%,48.8%,13
