Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
1994,55,,33,1897,25,1876,21,1908,,,379,117,,
1993,19,,19,1990,12,1974,14,1981,7,1930,346,126,,
1992,8,,7,2092,5,2082,6,2043,6,2008,149,395,,
1991,5,,3,2145,3,2109,1,2114,3,2040,173,299,,
1990,3,,3,2176,3,2110,,,3,2082,117,455,,
1989,1,,1,2308,1,2263,1,2259,2,2148,137,,,
1988,2,,2,2251,1,2210,1,2238,3,2096,217,,,
1987,1,,1,2398,1,2340,1,2345,1,2197,149,,,
1986,1,,1,2400,1,2320,1,2336,2,2176,33,,,
1985,1,,2,2380,2,2288,1,2313,3,2137,42,,,
1984,3,,2,2262,3,2175,2,2205,4,2081,47,,,
1983,2,,3,2276,3,2197,3,2188,4,2092,,,,
1982,3,,2,2309,2,2265,1,2284,,,,,,
1981,3,,2,2345,2,2273,2,2308,10,1950,,,,
1980,6,,5,2199,4,2127,3,2182,11,1907,,,,
1979,21,,21,1971,19,1892,20,1946,63,1682,,,,
1978,74,,85,1731,94,1625,57,1756,92,1582,,,,
