Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
1994,46,28,18,60.9%,66-43,60.6%,565-466,54.8%,6-8,42.9%,46,82.0%,27.9%,10.1%,3.2%,54.4%,76.4%,52.1%,65.3%,40.0%,52.2%,1.15,F (Sydney Outdoor)
1993,56,33,23,58.9%,78-59,56.9%,693-622,52.7%,8-14,36.4%,56,79.2%,26.8%,8.6%,3.2%,57.2%,75.0%,49.2%,64.0%,39.5%,51.2%,1.10,W (2x)
1992,75,51,24,68.0%,130-68,65.7%,1061-845,55.7%,12-18,40.0%,74,82.9%,28.4%,8.1%,3.4%,56.5%,76.1%,52.4%,65.8%,40.1%,52.7%,1.17,W (Tokyo Indoor)
1991,73,55,18,75.3%,132-64,67.3%,1075-833,56.3%,14-13,51.9%,70,85.1%,27.9%,9.1%,3.6%,55.6%,76.2%,54.0%,66.4%,40.8%,53.3%,1.21,W (3x)
1990,66,54,12,81.8%,118-33,78.1%,815-522,61.0%,11-9,55.0%,0,,,,,,,,,,,,W (5x)
1989,87,80,7,92.0%,173-32,84.4%,1148-589,66.1%,24-10,70.6%,0,,,,,,,,,,,,W (10x)
1988,49,41,8,83.7%,98-30,76.6%,706-463,60.4%,14-10,58.3%,0,,,,,,,,,,,,W (3x)
1987,82,75,7,91.5%,162-32,83.5%,1095-618,63.9%,23-13,63.9%,0,,,,,,,,,,,,W (8x)
1986,85,79,6,92.9%,170-22,88.5%,1097-598,64.7%,13-8,61.9%,0,,,,,,,,,,,,W (10x)
1985,90,82,8,91.1%,174-32,84.5%,1153-635,64.5%,18-8,69.2%,0,,,,,,,,,,,,W (11x)
1984,78,62,16,79.5%,139-51,73.2%,1000-678,59.6%,12-5,70.6%,0,,,,,,,,,,,,W (3x)
1983,92,77,15,83.7%,170-40,81.0%,1147-669,63.2%,23-11,67.6%,0,,,,,,,,,,,,W (8x)
1982,118,109,9,92.4%,229-41,84.8%,1519-877,63.4%,21-4,84.0%,0,,,,,,,,,,,,W (15x)
1981,111,95,16,85.6%,204-50,80.3%,1399-800,63.6%,14-7,66.7%,0,,,,,,,,,,,,W (9x)
1980,133,107,26,80.5%,224-73,75.4%,1580-1014,60.9%,19-12,61.3%,0,,,,,,,,,,,,W (7x)
1979,58,38,20,65.5%,82-53,60.7%,653-540,54.7%,7-4,63.6%,0,,,,,,,,,,,,F (Brussels)
1978,18,9,9,50.0%,17-20,45.9%,168-172,49.4%,2-4,33.3%,0,,,,,,,,,,,,SF (2x)
Career,1317,1075,242,81.6%,2366-743,76.1%,16874-10941,60.7%,241-158,60.4%,246,82.6%,27.8%,8.8%,3.4%,56.0%,76.0%,52.2%,65.5%,40.1%,52.5%,1.16,
