Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
1994 Australian Open R16,L vs Sampras,3.0,3.8,2.3,42.6%,40.0%,66.7%,50.0%,44.1%,25.7%,6.5,7.6,-4.0,-4.8
1993 Tokyo Indoor F,W vs Martin,2.7,3.2,2.3,50.0%,72.2%,85.7%,33.3%,48.2%,56.9%,8.0,14.8,9.0,37.5
1993 New Haven QF,L vs Agassi,4.0,4.5,3.6,48.7%,43.8%,33.3%,38.5%,30.7%,68.6%,1.0,1.7,-0.5,-1.1
1993 Munich F,W vs Stich,2.8,3.3,2.5,52.2%,80.0%,37.5%,83.3%,47.1%,48.4%,6.5,12.3,3.5,11.7
1992 US Open R16,W vs Becker,3.2,3.7,2.8,56.3%,49.4%,44.0%,16.7%,44.1%,54.4%,16.5,9.4,1.0,0.9
1992 US Open QF,L vs Edberg,3.1,3.6,2.6,50.2%,38.3%,63.2%,41.7%,39.3%,19.1%,7.0,5.5,0.0,0.0
1992 New Haven SF,L vs Edberg,2.5,2.8,2.2,48.9%,41.9%,30.0%,0.0%,42.5%,36.4%,6.0,11.3,1.5,3.3
1992 Cincinnati F,L vs Sampras,3.4,3.9,2.9,51.0%,38.5%,12.5%,77.8%,46.2%,58.0%,2.5,2.7,-3.5,-7.8
1992 Cincinnati SF,W vs Chang,5.4,4.6,6.0,63.3%,41.7%,45.5%,59.1%,35.4%,78.8%,5.5,5.7,2.5,6.6
1992 Canada F,L vs Agassi,4.2,4.7,3.7,42.0%,47.2%,56.3%,36.8%,35.5%,69.4%,9.5,9.1,2.0,3.4
1992 Canada SF,W vs Masur,4.4,5.1,3.9,61.1%,61.5%,60.0%,60.0%,46.2%,44.9%,21.0,25.6,2.5,4.9
1992 Australian Open QF,L vs Edberg,3.2,4.2,2.1,46.8%,36.5%,50.0%,53.3%,34.9%,36.1%,9.5,9.0,10.5,8.3
1991 Grand Slam Cup SF,L vs Chang,3.3,2.8,3.8,49.8%,57.7%,48.0%,52.0%,45.8%,53.6%,-0.5,-0.3,1.0,0.9
1991 Tour Finals SF,L vs Sampras,3.3,4.3,2.5,38.9%,52.0%,66.7%,25.0%,45.9%,38.9%,4.5,8.2,-2.5,-5.7
1991 Tour Finals RR,W vs Courier,3.8,3.6,4.0,61.5%,62.5%,60.0%,71.4%,44.7%,70.2%,12.5,18.4,0.0,0.0
1991 Tour Finals RR,W vs Novacek,4.1,3.7,4.5,67.4%,70.6%,71.4%,66.7%,38.5%,65.1%,2.5,5.1,1.5,5.2
1991 Tour Finals RR,W vs Forget,4.3,3.8,4.7,59.7%,71.4%,83.3%,33.3%,39.0%,39.5%,13.5,18.5,1.0,1.4
1991 US Open SF,L vs Edberg,3.4,4.8,2.0,45.0%,35.5%,50.0%,45.5%,43.4%,40.2%,9.0,10.8,2.5,3.9
1991 US Open QF,W vs Stich,3.4,4.4,2.2,51.3%,51.9%,52.2%,42.1%,48.3%,34.4%,18.5,11.0,5.0,4.3
1991 Long Island F,W vs Edberg,4.4,5.8,3.1,56.1%,51.9%,85.7%,58.3%,36.7%,40.3%,9.0,14.1,7.0,10.0
Career (129 matches),,4.3,4.6,4.1,50.8%,52.4%,53.2%,49.6%,43.2%,42.6%,9.9,6.9,3.7,3.4
