Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,477,394,83,82.6%,885-244,78.4%,6230-3816,62.0%,82-58,58.6%,129,84.9%,28.7%,8.9%,3.2%,56.3%,76.8%,52.8%,66.3%,40.6%,53.1%,1.20
Clay,406,329,77,81.0%,723-245,74.7%,5149-3326,60.8%,53-24,68.8%,50,71.4%,36.3%,5.5%,3.1%,54.5%,70.2%,47.6%,59.9%,44.1%,51.7%,1.10
Grass,108,81,27,75.0%,203-102,66.6%,1579-1248,55.9%,46-29,61.3%,12,81.8%,16.8%,10.6%,4.8%,60.7%,77.7%,48.4%,66.2%,33.6%,49.9%,1.00
Carpet,326,271,55,83.1%,555-152,78.5%,3916-2551,60.6%,60-47,56.1%,55,86.7%,22.3%,11.0%,3.8%,54.9%,78.1%,55.9%,68.1%,37.8%,52.4%,1.18
Grand Slams,271,222,49,81.9%,626-214,74.5%,4517-3010,60.0%,99-48,67.3%,44,82.4%,26.0%,8.1%,3.2%,60.1%,77.1%,49.5%,66.1%,38.9%,52.3%,1.15
Masters,205,165,40,80.5%,329-111,74.8%,2358-1533,60.6%,26-24,52.0%,40,77.2%,31.0%,8.4%,3.8%,54.8%,74.1%,49.2%,62.8%,41.6%,51.8%,1.12
Other Tours,801,662,139,82.6%,1335-377,78.0%,9363-5878,61.4%,116-85,57.7%,158,83.9%,27.8%,9.1%,3.5%,54.4%,75.6%,53.9%,65.7%,40.3%,52.6%,1.17
Best of 5,385,307,78,79.7%,876-325,72.9%,6418-4426,59.2%,118-65,64.5%,46,82.6%,25.5%,8.3%,3.2%,59.8%,76.9%,49.5%,65.9%,38.7%,52.1%,1.14
Best of 3,932,768,164,82.4%,1490-418,78.1%,10456-6515,61.6%,123-93,56.9%,200,82.6%,28.7%,9.1%,3.5%,54.5%,75.5%,53.1%,65.3%,40.7%,52.6%,1.17
Finals,147,95,52,64.6%,237-144,62.2%,1876-1530,55.1%,29-25,53.7%,15,80.8%,20.9%,9.4%,2.9%,56.7%,72.7%,51.9%,63.7%,37.7%,49.9%,1.04
Semi-finals,190,147,43,77.4%,304-129,70.2%,2269-1651,57.9%,42-23,64.6%,23,77.9%,26.2%,8.0%,3.1%,54.3%,73.6%,49.6%,62.6%,39.9%,50.8%,1.07
Quarter-finals,217,181,36,83.4%,371-105,77.9%,2592-1659,61.0%,53-21,71.6%,38,80.4%,20.2%,8.7%,3.4%,56.6%,74.4%,50.0%,63.8%,37.2%,50.5%,1.03
vs Righties,1088,910,178,83.6%,1996-567,77.9%,14057-8753,61.6%,201-127,61.3%,203,82.6%,29.0%,8.9%,3.3%,55.7%,76.1%,52.0%,65.4%,40.7%,52.7%,1.18
vs Lefties,226,163,63,72.1%,366-176,67.5%,2793-2179,56.2%,40-31,56.3%,43,82.7%,22.2%,8.7%,4.2%,57.4%,75.3%,53.1%,65.8%,37.4%,51.2%,1.09
vs Top 10,261,169,92,64.8%,385-265,59.2%,3160-2780,53.2%,57-44,56.4%,33,82.1%,20.1%,9.5%,2.9%,56.9%,74.5%,50.5%,64.1%,36.2%,50.0%,1.01
