Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,16,3,13,18.8%,6-27,18.2%,132-188,41.3%,1-3,25.0%,0,,,,,,,,,,,
Clay,58,22,36,37.9%,51-75,40.5%,537-608,46.9%,6-6,50.0%,1,-,-,0.0%,3.4%,71.2%,50.0%,35.3%,45.8%,35.0%,40.3%,0.65
Grass,7,1,6,14.3%,5-12,29.4%,64-93,40.8%,1-1,50.0%,0,,,,,,,,,,,
Carpet,6,1,5,16.7%,5-10,33.3%,58-82,41.4%,1-0,100.0%,0,,,,,,,,,,,
Grand Slams,15,3,12,20.0%,9-24,27.3%,129-182,41.5%,1-2,33.3%,1,-,-,0.0%,3.4%,71.2%,50.0%,35.3%,45.8%,35.0%,40.3%,0.65
Premiers,4,1,3,25.0%,3-6,33.3%,48-50,49.0%,0-2,0.0%,0,,,,,,,,,,,
Internationals,27,8,19,29.6%,21-39,35.0%,258-315,45.0%,6-4,60.0%,0,,,,,,,,,,,
Semi-finals,1,0,1,0.0%,0-2,0.0%,9-13,40.9%,0-0,-,0,,,,,,,,,,,
Quarter-finals,5,1,4,20.0%,4-9,30.8%,51-70,42.1%,1-0,100.0%,0,,,,,,,,,,,
vs Righties,69,21,48,30.4%,54-99,35.3%,626-785,44.4%,9-8,52.9%,1,-,-,0.0%,3.4%,71.2%,50.0%,35.3%,45.8%,35.0%,40.3%,0.65
vs Lefties,8,0,8,0.0%,0-16,0.0%,53-100,34.6%,0-1,0.0%,0,,,,,,,,,,,
vs Top 10,3,0,3,0.0%,1-6,14.3%,25-41,37.9%,0-0,-,0,,,,,,,,,,,
