Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
2004,224,141,161,1561,208,1409,136,1542,177,1400,,,,
2003,150,210,139,1582,173,1435,114,1561,,,,,,
2002,158,200,116,1634,176,1463,92,1633,,,,,,
2001,113,337,116,1648,161,1488,83,1654,148,1452,,,,
2000,96,343,119,1648,156,1487,82,1652,126,1487,,,,
1999,73,416,108,1667,105,1598,89,1630,118,1483,,,,
1998,155,159,,,,,,,,,,,,
1997,242,75,,,,,,,,,,,,
1996,339,37,,,,,,,,,,,,
1995,227,5,,,,,,,,,,,,
1994,280,3,,,,,,,,,,,,
1992,185,5,,,,,,,,,,,,
1991,289,2,238,1554,274,1445,178,1572,,,,,,
