Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2004,1,0,1,0.0%,0-2,0.0%,6-13,31.6%,0-1,0.0%,1,-,-,0.0%,3.4%,71.2%,50.0%,35.3%,45.8%,35.0%,40.3%,0.65,R128 (Roland Garros)
2003,1,0,1,0.0%,1-2,33.3%,13-14,48.1%,0-0,-,0,,,,,,,,,,,,R32 (Budapest)
2002,12,5,7,41.7%,11-15,42.3%,109-121,47.4%,1-1,50.0%,0,,,,,,,,,,,,QF (2x)
2001,20,6,14,30.0%,14-30,31.8%,194-232,45.5%,3-5,37.5%,0,,,,,,,,,,,,QF (Oporto)
2000,22,7,15,31.8%,20-30,40.0%,216-260,45.4%,5-2,71.4%,0,,,,,,,,,,,,QF (Antwerp)
1999,17,7,10,41.2%,15-21,41.7%,155-172,47.4%,0-1,0.0%,0,,,,,,,,,,,,SF (Estoril)
1996,2,0,2,0.0%,0-4,0.0%,8-24,25.0%,0-0,-,0,,,,,,,,,,,,
1995,2,0,2,0.0%,0-4,0.0%,9-24,27.3%,0-0,-,0,,,,,,,,,,,,
1994,1,0,1,0.0%,0-2,0.0%,5-12,29.4%,0-0,-,0,,,,,,,,,,,,R64 (Berlin)
1993,2,0,2,0.0%,0-4,0.0%,11-24,31.4%,0-0,-,0,,,,,,,,,,,,R32 (San Marino)
1992,6,2,4,33.3%,5-8,38.5%,55-60,47.8%,0-0,-,0,,,,,,,,,,,,R16 (San Marino)
1991,1,0,1,0.0%,1-2,33.3%,10-15,40.0%,0-0,-,0,,,,,,,,,,,,R32 (Milan)
Career,87,27,60,31.0%,67-124,35.1%,791-971,44.9%,9-10,47.4%,1,-,-,0.0%,3.4%,71.2%,50.0%,35.3%,45.8%,35.0%,40.3%,0.65,
