Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2004,25,13,12,52.0%,27-24,52.9%,248-233,51.6%,2-2,50.0%,0,,,,,,,,,,,,F (Vittel 50K)
2003,36,19,17,52.8%,38-36,51.4%,356-304,53.9%,2-4,33.3%,0,,,,,,,,,,,,F (Cuneo 50K)
2002,18,9,9,50.0%,24-18,57.1%,203-188,51.9%,3-3,50.0%,0,,,,,,,,,,,,QF (4x)
2001,18,12,6,66.7%,27-15,64.3%,221-155,58.8%,0-2,0.0%,0,,,,,,,,,,,,W (Bordeaux 75K)
2000,21,13,8,61.9%,28-21,57.1%,237-226,51.2%,7-1,87.5%,0,,,,,,,,,,,,F (Bordeaux 75K)
1999,37,29,8,78.4%,59-23,72.0%,431-301,58.9%,4-2,66.7%,0,,,,,,,,,,,,W (3x)
1998,51,35,16,68.6%,71-36,66.4%,530-388,57.7%,5-3,62.5%,0,,,,,,,,,,,,W (2x)
1997,41,28,13,68.3%,55-34,61.8%,436-361,54.7%,5-4,55.6%,0,,,,,,,,,,,,W (Rebecq 10K)
1996,17,6,11,35.3%,13-20,39.4%,147-152,49.2%,2-2,50.0%,0,,,,,,,,,,,,SF (Puchheim 25K)
1995,24,12,12,50.0%,26-29,47.3%,259-248,51.1%,1-6,14.3%,0,,,,,,,,,,,,F (ITF Spoleto)
1994,17,8,9,47.1%,16-23,41.0%,172-187,47.9%,1-0,100.0%,0,,,,,,,,,,,,QF (3x)
1993,10,5,5,50.0%,14-12,53.8%,116-120,49.2%,1-1,50.0%,0,,,,,,,,,,,,QF (2x)
1992,16,8,8,50.0%,16-17,48.5%,147-149,49.7%,1-3,25.0%,0,,,,,,,,,,,,F (ITF Vaihingen)
1991,49,36,13,73.5%,77-35,68.8%,556-412,57.4%,4-3,57.1%,0,,,,,,,,,,,,W (2x)
1990,7,4,3,57.1%,8-8,50.0%,69-68,50.4%,0-0,-,0,,,,,,,,,,,,SF (ITF Bari)
Career,387,237,150,61.2%,499-351,58.7%,4128-3492,54.2%,38-36,51.4%,0,,,,,,,,,,,,
