Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2026 Miami R16,L vs Mboko,27,30,0.9,13.7%,15.2%,21,26,0.8,12.4%,15.4%,6.5%,5.9%,1.0,20.8%,20.8%
2026 Miami R32,W vs Bouzkova,33,34,1.0,22.6%,23.3%,32,32,1.0,23.2%,23.2%,13.0%,8.7%,0.6,11.0%,18.5%
2026 Miami R64,W vs Kessler,27,26,1.0,16.2%,15.6%,21,22,1.0,14.1%,14.8%,8.1%,4.0%,0.6,15.0%,25.1%
2026 Indian Wells R32,L vs Siniakova,39,63,0.6,16.0%,25.9%,33,53,0.6,14.7%,23.7%,7.1%,7.6%,0.6,11.9%,18.5%
2026 Indian Wells R64,W vs Sierra,9,11,0.8,12.0%,14.7%,8,8,1.0,11.8%,11.8%,5.9%,4.4%,0.1,2.7%,41.3%
2026 Dubai QF,L vs Anisimova,24,39,0.6,10.4%,16.9%,18,32,0.6,8.6%,15.2%,4.3%,4.3%,0.6,16.0%,28.6%
2026 Dubai R16,W vs Cristian,23,33,0.7,16.8%,24.1%,19,26,0.7,15.8%,21.7%,10.0%,5.0%,0.1,2.9%,24.8%
2026 Doha R16,L vs Mboko,20,41,0.5,10.5%,21.6%,18,37,0.5,10.5%,21.5%,6.4%,3.5%,0.7,20.0%,28.4%
2026 Doha R32,W vs Linette,26,28,0.9,17.6%,18.9%,22,27,0.8,15.6%,19.1%,6.4%,9.2%,0.6,13.5%,24.3%
2026 Australian Open R16,L vs Svitolina,20,30,0.7,16.8%,25.2%,19,27,0.7,17.3%,24.5%,8.2%,9.1%,0.7,13.4%,18.5%
2026 Australian Open R32,W vs Ruse,11,21,0.5,8.7%,16.7%,10,18,0.6,8.4%,15.1%,3.4%,5.0%,0.4,13.5%,35.7%
2026 Australian Open R64,W vs Sakkari,11,17,0.6,11.6%,17.9%,10,13,0.8,11.2%,14.6%,4.5%,5.6%,0.2,7.4%,31.6%
2026 Australian Open R128,W vs Vekic,28,16,1.8,18.7%,10.7%,27,13,2.1,19.3%,9.3%,10.7%,8.6%,0.6,14.7%,26.7%
2026 Adelaide F,W vs Mboko,17,11,1.5,17.7%,11.5%,16,10,1.6,18.0%,11.2%,12.4%,4.5%,0.4,11.5%,31.3%
2026 Adelaide SF,W vs Shnaider,21,27,0.8,17.6%,22.7%,17,22,0.8,15.6%,20.2%,10.1%,5.5%,0.3,10.1%,31.1%
2026 Adelaide QF,W vs Joint,14,16,0.9,14.3%,16.3%,12,11,1.1,13.6%,12.5%,6.8%,6.8%,0.3,11.2%,35.7%
2026 Adelaide R16,W vs Bouzkova,29,17,1.7,31.5%,18.5%,27,15,1.8,31.0%,17.2%,13.8%,17.2%,0.6,10.9%,17.4%
2026 Brisbane QF,L vs Kostyuk,10,27,0.4,6.4%,17.3%,8,22,0.4,5.5%,15.2%,2.8%,2.8%,1.0,23.1%,23.7%
2026 Brisbane R16,W vs Noskova,41,26,1.6,19.2%,12.1%,32,23,1.4,17.1%,12.3%,9.6%,7.0%,0.9,20.6%,22.4%
2026 Brisbane R32,W vs Gadecki,17,33,0.5,11.3%,21.9%,13,26,0.5,9.6%,19.3%,2.2%,6.7%,0.4,11.9%,27.2%
Career (111 matches),,2446,2964,0.8,15.8%,19.2%,2128,2595,0.8,14.9%,18.2%,7.5%,7.0%,0.6,14.1%,23.2%
