Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,3,Hard,12,9,3,75.0%,2,2,0,100.0%,2024,2026,R16,12,1.13,4.1%,4.5%,65.6%,66.8%,47.5%,60.1%,45.1%,55.8%,46.7%
Roland Garros,3,Clay,17,14,3,82.4%,4,2,2,50.0%,2023,2025,SF,17,1.17,2.6%,4.7%,63.3%,62.3%,47.0%,56.7%,50.7%,55.6%,57.3%
Wimbledon,3,Grass,13,10,3,76.9%,4,1,3,25.0%,2023,2025,QF,13,1.21,3.3%,3.3%,62.3%,69.7%,48.2%,61.6%,46.6%,62.8%,43.4%
US Open,3,Hard,7,4,3,57.1%,1,1,0,100.0%,2023,2025,R32,7,1.02,3.0%,5.0%,61.0%,61.1%,40.4%,53.0%,47.9%,49.1%,56.6%
Olympics,1,,1,0,1,0.0%,0,0,0,-,2024,2024,R64,1,0.91,4.1%,0.0%,91.8%,57.8%,75.0%,59.2%,37.2%,40.0%,50.0%
Miami,2,Hard,5,3,2,60.0%,4,1,3,25.0%,2025,2026,R16,5,1.18,6.1%,4.1%,61.2%,69.7%,49.7%,62.0%,44.9%,62.1%,47.8%
Indian Wells,3,Hard,9,7,2,77.8%,2,1,1,50.0%,2024,2026,W,9,1.20,4.3%,4.7%,64.8%,65.1%,50.0%,59.8%,48.1%,47.1%,43.4%
Dubai,3,Hard,9,7,2,77.8%,2,1,1,50.0%,2024,2026,W,9,1.19,6.4%,8.4%,58.2%,67.5%,44.5%,57.9%,50.2%,63.6%,54.3%
Doha,2,Hard,4,2,2,50.0%,3,2,1,66.7%,2025,2026,R16,4,1.07,6.0%,3.5%,66.2%,66.7%,41.9%,58.3%,44.6%,60.5%,52.9%
Brisbane,2,Hard,11,8,3,72.7%,2,1,1,50.0%,2024,2026,SF,11,1.20,5.1%,5.4%,59.7%,71.0%,52.3%,63.4%,44.0%,59.6%,46.6%
Ningbo,2,Hard,6,4,2,66.7%,1,1,0,100.0%,2024,2025,F,6,1.13,4.6%,7.2%,63.0%,64.7%,46.9%,58.1%,47.2%,48.6%,54.3%
