Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,31,19,12,61.3%,46-28,62.2%,397-290,57.8%,3-8,27.3%,31,72.4%,44.1%,3.8%,6.2%,63.2%,67.4%,46.1%,59.6%,47.4%,53.4%,1.17
Clay,15,11,4,73.3%,21-9,70.0%,164-123,57.1%,0-2,0.0%,15,75.0%,40.1%,2.4%,5.9%,61.1%,67.7%,47.0%,59.6%,44.9%,52.8%,1.11
Grass,8,5,3,62.5%,11-7,61.1%,93-73,56.0%,1-2,33.3%,8,77.8%,35.4%,4.3%,5.2%,61.6%,70.8%,44.1%,60.5%,43.9%,52.3%,1.11
Grand Slams,17,13,4,76.5%,26-9,74.3%,196-125,61.1%,1-3,25.0%,17,77.0%,45.5%,2.8%,5.5%,62.2%,69.5%,47.5%,61.2%,48.4%,54.8%,1.25
Premiers,13,8,5,61.5%,17-13,56.7%,145-120,54.7%,0-1,0.0%,13,72.7%,37.6%,4.6%,7.0%,62.9%,69.8%,42.8%,59.7%,44.4%,52.1%,1.10
Finals,1,1,0,100.0%,2-0,100.0%,12-4,75.0%,0-0,-,1,87.5%,62.5%,2.4%,2.4%,78.0%,75.0%,66.7%,73.2%,56.4%,63.5%,2.10
Semi-finals,1,1,0,100.0%,2-0,100.0%,12-5,70.6%,0-0,-,1,87.5%,55.6%,5.2%,8.6%,65.5%,63.2%,60.0%,62.1%,54.1%,58.0%,1.43
Quarter-finals,8,1,7,12.5%,3-14,17.6%,81-96,45.8%,0-6,0.0%,8,64.0%,30.6%,3.7%,6.5%,60.0%,63.8%,37.8%,53.4%,40.0%,47.1%,0.86
vs Righties,52,34,18,65.4%,76-42,64.4%,635-468,57.6%,4-12,25.0%,52,74.1%,42.0%,3.5%,5.9%,62.4%,68.2%,45.9%,59.8%,46.4%,53.1%,1.15
vs Lefties,2,1,1,50.0%,2-2,50.0%,19-18,51.4%,0-0,-,2,66.7%,36.8%,4.3%,8.5%,62.4%,60.3%,52.3%,57.3%,45.1%,51.3%,1.06
vs Top 10,5,1,4,20.0%,4-8,33.3%,57-64,47.1%,0-3,0.0%,5,62.1%,35.0%,4.2%,4.4%,58.7%,60.7%,44.1%,53.8%,41.0%,47.9%,0.89
