Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,90,61,29,67.8%,137-74,64.9%,1084-836,56.5%,13-9,59.1%,90,71.8%,41.4%,4.5%,5.1%,62.4%,66.8%,48.1%,59.8%,46.4%,52.9%,1.15
Clay,45,33,12,73.3%,65-31,67.7%,508-390,56.6%,4-4,50.0%,45,70.0%,43.9%,2.9%,3.9%,63.9%,63.7%,49.0%,58.4%,46.9%,52.8%,1.13
Grass,14,8,6,57.1%,19-14,57.6%,166-143,53.7%,1-3,25.0%,14,76.3%,33.5%,4.0%,4.6%,62.1%,70.2%,45.0%,60.7%,42.7%,51.4%,1.09
Grand Slams,43,31,12,72.1%,65-32,67.0%,494-386,56.1%,5-5,50.0%,43,69.6%,43.4%,3.4%,4.5%,62.9%,65.6%,46.1%,58.4%,46.9%,52.6%,1.13
Premiers,28,18,10,64.3%,38-23,62.3%,300-236,56.0%,2-1,66.7%,28,73.5%,38.8%,4.7%,6.4%,61.4%,69.2%,47.6%,60.9%,44.8%,52.7%,1.15
Internationals,15,10,5,66.7%,21-13,61.8%,176-140,55.7%,2-1,66.7%,15,68.8%,43.8%,1.7%,2.2%,66.8%,61.9%,53.0%,58.9%,47.3%,53.1%,1.15
Finals,5,4,1,80.0%,8-4,66.7%,61-52,54.0%,1-0,100.0%,5,69.0%,41.4%,3.7%,4.0%,67.5%,65.3%,48.7%,59.9%,47.5%,53.5%,1.18
Semi-finals,7,5,2,71.4%,9-7,56.3%,73-74,49.7%,2-0,100.0%,7,68.1%,30.7%,3.5%,5.1%,59.6%,61.9%,49.2%,56.8%,42.8%,49.7%,0.99
Quarter-finals,19,7,12,36.8%,16-25,39.0%,203-215,48.6%,2-7,22.2%,19,65.0%,33.7%,4.6%,5.5%,58.7%,64.0%,44.4%,55.9%,42.1%,49.2%,0.96
vs Righties,134,89,45,66.4%,194-112,63.4%,1567-1241,55.8%,15-16,48.4%,134,71.0%,41.3%,3.9%,4.8%,62.5%,66.1%,47.6%,59.2%,46.2%,52.6%,1.13
vs Lefties,15,13,2,86.7%,27-7,79.4%,191-128,59.9%,3-0,100.0%,15,78.1%,41.6%,4.2%,3.6%,65.6%,67.1%,52.5%,62.1%,46.1%,54.1%,1.22
vs Top 10,23,10,13,43.5%,26-31,45.6%,250-274,47.7%,2-4,33.3%,23,64.8%,31.7%,4.7%,4.8%,59.1%,63.2%,44.9%,55.7%,41.5%,48.7%,0.94
