Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2026 Miami R16,L vs Mboko,26.0%,34.6%,47.9%,34.5%,44.8%,44.7%,65.5%,27.6%,66.7%,16.7%,23.8%,51.4%,21.4%,39.3%,75.0%,1
2026 Miami R32,W vs Bouzkova,14.9%,28.4%,55.7%,16.3%,32.7%,61.0%,50.0%,25.9%,50.0%,13.0%,21.7%,45.0%,25.0%,40.0%,66.7%,-7
2026 Miami R64,W vs Kessler,32.9%,37.0%,55.6%,45.1%,49.0%,57.1%,82.6%,35.7%,50.0%,5.6%,11.1%,52.9%,20.0%,61.5%,-,-66
2026 Indian Wells R32,L vs Siniakova,20.0%,26.1%,42.7%,22.8%,29.1%,44.3%,65.0%,17.9%,14.3%,19.2%,26.9%,38.1%,27.3%,46.7%,25.0%,41
2026 Indian Wells R64,W vs Sierra,28.9%,34.2%,70.8%,42.9%,47.6%,50.0%,80.0%,36.4%,-,14.3%,21.4%,91.7%,0.0%,10.0%,0.0%,17
2026 Dubai QF,L vs Anisimova,25.4%,28.0%,37.0%,31.9%,34.7%,40.8%,64.9%,31.4%,37.5%,17.9%,20.5%,31.3%,27.3%,42.9%,33.3%,56
2026 Dubai R16,W vs Cristian,24.6%,31.1%,41.0%,36.8%,44.7%,50.0%,82.4%,19.0%,20.0%,6.3%,12.5%,26.7%,25.0%,62.5%,50.0%,-69
2026 Doha R16,L vs Mboko,17.3%,23.1%,48.8%,22.5%,29.6%,49.1%,62.5%,25.6%,37.5%,6.9%,10.3%,48.1%,0.0%,56.3%,60.0%,-49
2026 Australian Open R16,L vs Svitolina,13.8%,27.6%,44.7%,18.4%,34.2%,54.8%,60.0%,44.4%,60.0%,5.9%,17.6%,25.0%,0.0%,72.7%,50.0%,-61
2026 Australian Open R32,W vs Ruse,23.4%,26.6%,56.5%,26.8%,29.3%,53.3%,61.1%,26.1%,20.0%,20.0%,25.0%,62.5%,11.1%,36.4%,0.0%,53
2026 Australian Open R64,W vs Sakkari,26.0%,30.0%,54.5%,27.3%,33.3%,50.0%,35.7%,42.1%,66.7%,30.8%,30.8%,66.7%,16.7%,42.9%,-,152
2026 Australian Open R128,W vs Vekic,22.5%,31.0%,65.4%,26.1%,39.1%,73.5%,52.4%,36.0%,50.0%,18.2%,18.2%,50.0%,27.3%,27.3%,0.0%,41
2026 Adelaide F,W vs Mboko,29.3%,34.1%,64.3%,34.4%,40.6%,61.9%,71.4%,5.6%,0.0%,12.5%,12.5%,71.4%,0.0%,75.0%,-,9
2026 Adelaide SF,W vs Shnaider,22.4%,22.4%,57.5%,26.3%,26.3%,50.0%,100.0%,20.8%,0.0%,20.0%,20.0%,75.0%,100.0%,50.0%,0.0%,54
2026 Adelaide QF,W vs Joint,27.7%,27.7%,55.2%,34.5%,34.5%,57.9%,35.7%,40.0%,100.0%,23.1%,23.1%,50.0%,20.0%,62.5%,0.0%,73
2026 Adelaide R16,W vs Bouzkova,16.7%,31.3%,65.8%,17.6%,35.3%,71.4%,62.5%,38.9%,-,16.7%,25.0%,50.0%,66.7%,33.3%,0.0%,46
2026 Brisbane QF,L vs Kostyuk,28.0%,32.9%,40.7%,31.4%,39.2%,48.6%,60.9%,25.0%,50.0%,26.9%,26.9%,26.3%,22.2%,47.1%,50.0%,91
2026 Brisbane R16,W vs Noskova,23.4%,32.7%,55.7%,27.9%,38.2%,57.1%,44.8%,30.8%,40.0%,16.7%,25.0%,53.3%,21.1%,47.1%,50.0%,-11
2026 Brisbane R32,W vs Gadecki,25.0%,38.2%,62.0%,35.4%,54.2%,67.7%,42.9%,33.3%,33.3%,9.5%,14.3%,52.6%,30.0%,45.5%,50.0%,-36
2025 Beijing R16,L vs Kartal,22.0%,28.6%,64.6%,25.0%,31.7%,68.9%,70.4%,48.5%,20.0%,20.0%,28.0%,55.0%,25.0%,30.8%,-,67
Last 52 Weeks (47 matches),,22.9%,30.4%,52.3%,28.3%,37.9%,55.8%,55.5%,33.4%,36.2%,16.4%,21.2%,46.5%,20.0%,33.2%,32.0%,42
Career (103 matches),,22.0%,29.6%,50.6%,27.0%,36.6%,53.7%,50.5%,35.0%,37.8%,16.0%,21.0%,45.7%,14.9%,37.9%,39.6%,42
