Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,106,50,56,47.2%,96-126,43.2%,933-1041,47.3%,20-7,74.1%,0,,,,,,,,,,,
Clay,145,64,81,44.1%,143-170,45.7%,1345-1413,48.8%,23-17,57.5%,0,,,,,,,,,,,
Grass,173,110,63,63.6%,260-175,59.8%,2202-1919,53.4%,38-30,55.9%,0,,,,,,,,,,,
Carpet,77,35,42,45.5%,78-94,45.3%,746-813,47.9%,9-11,45.0%,0,,,,,,,,,,,
Grand Slams,82,44,38,53.7%,141-125,53.0%,1253-1208,50.9%,19-15,55.9%,0,,,,,,,,,,,
Masters,24,8,16,33.3%,17-33,34.0%,191-248,43.5%,5-3,62.5%,0,,,,,,,,,,,
Other Tours,378,196,182,51.9%,383-386,49.8%,3460-3464,50.0%,66-47,58.4%,0,,,,,,,,,,,
Best of 5,94,53,41,56.4%,174-140,55.4%,1540-1432,51.8%,19-16,54.3%,0,,,,,,,,,,,
Best of 3,408,206,202,50.5%,404-427,48.6%,3695-3767,49.5%,71-49,59.2%,0,,,,,,,,,,,
Finals,13,6,7,46.2%,12-16,42.9%,127-140,47.6%,4-2,66.7%,0,,,,,,,,,,,
Semi-finals,28,13,15,46.4%,26-32,44.8%,240-270,47.1%,6-5,54.5%,0,,,,,,,,,,,
Quarter-finals,45,26,19,57.8%,52-44,54.2%,448-432,50.9%,11-5,68.8%,0,,,,,,,,,,,
vs Righties,434,227,207,52.3%,507-479,51.4%,4534-4459,50.4%,82-58,58.6%,0,,,,,,,,,,,
vs Lefties,66,30,36,45.5%,68-88,43.6%,683-732,48.3%,7-6,53.8%,0,,,,,,,,,,,
vs Top 10,42,9,33,21.4%,33-76,30.3%,447-601,42.7%,4-4,50.0%,0,,,,,,,,,,,
