Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
8,Vitas Gerulaitis [USA],2,6,25.0%,2,2,0,100.0%,1978,1983,0,,,,,,,,,,
7,Chris Lewis Nzl [NZL],4,3,57.1%,3,2,1,66.7%,1981,1985,0,,,,,,,,,,
7,Tim Gullikson [USA],5,2,71.4%,3,3,0,100.0%,1976,1984,0,,,,,,,,,,
6,Eliot Teltscher [USA],1,5,16.7%,2,1,1,50.0%,1979,1985,0,,,,,,,,,,
6,Pat Dupre [USA],2,4,33.3%,2,0,2,0.0%,1978,1984,0,,,,,,,,,,
6,Jimmy Connors [USA],0,6,0.0%,1,0,1,0.0%,1978,1983,0,,,,,,,,,,
5,Tim Wilkison [USA],2,3,40.0%,1,0,1,0.0%,1977,1987,0,,,,,,,,,,
5,John Sadri [USA],1,4,20.0%,2,1,1,50.0%,1979,1986,0,,,,,,,,,,
5,John Alexander [AUS],1,4,20.0%,2,1,1,50.0%,1974,1984,0,,,,,,,,,,
5,John Mcenroe [USA],0,5,0.0%,0,0,0,-,1979,1984,0,,,,,,,,,,
5,Brian Teacher [USA],2,3,40.0%,3,1,2,33.3%,1977,1984,0,,,,,,,,,,
5,Wojtek Fibak [POL],1,4,20.0%,1,0,1,0.0%,1977,1984,0,,,,,,,,,,
5,Onny Parun [NZL],2,3,40.0%,1,0,1,0.0%,1976,1979,0,,,,,,,,,,
4,Pat Cash [AUS],2,2,50.0%,1,0,1,0.0%,1981,1985,0,,,,,,,,,,
4,Guillermo Vilas [ARG],1,3,25.0%,0,0,0,-,1979,1984,0,,,,,,,,,,
