Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,12,Grass,34,23,11,67.6%,15,8,7,53.3%,1974,1987,W,0,,,,,,,,,,
Roland Garros,8,Clay,9,1,8,11.1%,3,1,2,33.3%,1976,1986,R64,0,,,,,,,,,,
Wimbledon,12,Grass,27,15,12,55.6%,12,8,4,66.7%,1975,1986,SF,0,,,,,,,,,,
US Open,7,Hard,12,5,7,41.7%,4,2,2,50.0%,1976,1984,R32,0,,,,,,,,,,
Davis Cup,6,,18,11,7,61.1%,0,0,0,-,1977,1983,,0,,,,,,,,,,
Sydney Indoor,12,Hard,21,9,12,42.9%,3,2,1,66.7%,1975,1986,SF,0,,,,,,,,,,
Sydney Outdoor,10,Grass,18,8,10,44.4%,8,5,3,62.5%,1974,1985,SF,0,,,,,,,,,,
Brisbane,9,Carpet,29,23,6,79.3%,10,6,4,60.0%,1972,1984,W,0,,,,,,,,,,
Queen's Club,8,Grass,16,8,8,50.0%,6,1,5,16.7%,1977,1985,QF,0,,,,,,,,,,
Hamburg,7,Clay,14,7,7,50.0%,5,3,2,60.0%,1976,1984,R16,0,,,,,,,,,,
Hong Kong,6,Hard,15,9,6,60.0%,6,6,0,100.0%,1978,1984,F,0,,,,,,,,,,
