Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,39,21,18,53.8%,45-40,52.9%,403-418,49.1%,8-5,61.5%,39,77.6%,19.3%,7.7%,2.8%,60.0%,69.7%,51.6%,62.5%,34.9%,49.2%,0.93
Clay,10,3,7,30.0%,4-16,20.0%,70-116,37.6%,1-2,33.3%,10,62.8%,12.1%,4.4%,2.5%,60.7%,60.1%,48.2%,55.4%,33.3%,44.7%,0.75
Semi-finals,1,0,1,0.0%,0-2,0.0%,6-12,33.3%,0-0,-,1,55.6%,11.1%,1.7%,1.7%,61.0%,55.6%,52.2%,54.2%,33.9%,44.1%,0.74
Quarter-finals,2,1,1,50.0%,3-2,60.0%,25-23,52.1%,1-1,50.0%,2,78.3%,26.1%,5.6%,1.3%,66.9%,62.6%,54.7%,60.0%,40.6%,50.8%,1.01
vs Righties,39,20,19,51.3%,39-44,47.0%,379-421,47.4%,8-7,53.3%,39,76.3%,18.1%,7.1%,2.7%,60.8%,67.7%,52.3%,61.7%,34.5%,48.6%,0.90
vs Lefties,4,1,3,25.0%,3-6,33.3%,36-52,40.9%,1-0,100.0%,4,68.2%,11.6%,4.2%,3.0%,58.1%,64.8%,47.5%,57.5%,31.2%,45.9%,0.73
