Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2019 Puerto Vallarta CH R64,L vs King,4.9,5.4,4.6,31.7%,50.0%,66.7%,47.1%,56.5%,9.0%,0.0,0.0,2.0,2.2
2019 Sophia Antipolis CH R64,L vs Brown,3.7,3.6,3.8,47.9%,35.5%,16.7%,66.7%,55.5%,21.9%,-1.5,-1.8,0.0,0.0
Career (2 matches),,4.3,4.4,4.2,40.5%,41.8%,38.1%,52.2%,56.1%,14.5%,-0.8,-0.7,1.0,1.4
