Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2019 Puerto Vallarta CH R64,L vs King,0.0%,-,12.7%,57.1%,11.2%,14.3%,0.0%,5.6%,0.0%,0.9%,50.0%,-31,-40
2019 Sophia Antipolis CH R64,L vs Brown,5.6%,33.3%,20.0%,54.2%,10.4%,0.0%,0.0%,12.5%,25.0%,2.4%,0.0%,-69,-63
Career (2 matches),,2.9%,33.3%,16.5%,55.3%,10.9%,10.7%,0.0%,7.4%,6.3%,1.5%,16.7%,-48,-51
