Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2019 Madrid Q1,L vs Bolsova,0.86,0.54,38.8,2.0,0.0%,45.8%,8.7%,60.9%,25.0%,34.6%
2019 Lugano QF,L vs Swiatek,1.10,0.89,72.8,8.2,1.8%,56.1%,10.9%,45.5%,37.5%,42.1%
2019 Lugano R16,W vs Rodina,1.10,2.05,36.4,2.7,0.0%,52.4%,11.1%,83.3%,60.9%,63.6%
2019 Lugano R32,W vs Jani,1.19,1.40,52.1,2.5,2.7%,54.1%,6.3%,75.0%,47.2%,37.5%
2019 Miami R128,L vs Cornet,1.06,0.87,73.3,2.7,0.0%,49.2%,3.6%,51.8%,38.9%,42.9%
2019 Indian Wells R128,L vs Azarenka,0.88,0.65,36.3,3.0,5.7%,45.7%,6.7%,46.7%,29.0%,51.9%
2019 Indian Wells 125K R32,L vs Mcnally,1.00,0.67,51.4,2.2,9.1%,57.6%,0.0%,40.6%,27.6%,40.7%
2019 Dubai R64,L vs Bouchard,1.02,0.75,49.3,2.0,0.0%,42.1%,2.8%,52.8%,44.0%,31.6%
2019 St. Petersburg Q1,L vs Zarytska,0.86,0.76,54.6,2.2,6.3%,60.4%,11.6%,58.1%,32.5%,39.5%
2019 Hobart R16,L vs Yastremska,0.88,0.50,41.0,2.0,8.7%,65.2%,0.0%,47.6%,19.2%,30.4%
2019 Hobart R32,W vs Pavlyuchenkova,1.16,1.31,69.4,2.7,4.7%,69.8%,7.1%,64.3%,32.7%,42.2%
2018 Luxembourg QF,L vs Bencic,1.01,0.60,40.9,2.4,2.9%,45.7%,2.9%,52.9%,24.1%,37.5%
2018 Luxembourg R16,W vs Parmentier,1.12,1.39,54.9,2.7,8.6%,65.7%,10.0%,63.3%,23.1%,66.7%
2018 Linz R16,L vs Pavlyuchenkova,0.91,0.90,82.4,13.8,4.5%,65.2%,6.8%,50.8%,42.6%,39.0%
2018 Linz R32,W vs Bencic,1.19,1.67,36.9,4.4,6.5%,58.1%,7.4%,70.4%,48.4%,53.6%
2018 Tashkent QF,L vs Barthel,0.91,0.79,61.3,2.5,0.0%,41.9%,0.0%,72.0%,34.8%,42.9%
2018 Tashkent R16,W vs Jorovic,1.07,1.49,43.4,2.1,7.7%,53.8%,4.0%,56.0%,53.6%,73.1%
2018 Tashkent R32,W vs Jovanovski,0.97,1.55,41.9,2.2,0.0%,62.5%,0.0%,68.4%,54.3%,57.6%
2018 Guangzhou QF,L vs Petkovic,0.90,0.68,54.0,2.0,5.6%,58.3%,2.9%,58.8%,35.3%,26.7%
2018 Guangzhou R16,W vs Khazaniuk,0.99,1.29,58.5,2.5,15.6%,59.4%,10.0%,56.7%,52.6%,57.1%
2019 (11 matches),,1.02,0.87,56.0,2.5,3.3%,54.5%,6.4%,55.4%,35.7%,41.6%
2018 (47 matches),,1.02,1.08,57.9,2.7,4.6%,57.1%,5.1%,56.5%,44.0%,47.7%
2017 (44 matches),,1.04,1.16,60.3,2.6,4.1%,59.1%,3.0%,58.8%,45.3%,46.4%
2016 (16 matches),,0.99,1.05,59.1,3.4,2.2%,54.1%,1.8%,54.6%,48.5%,48.5%
2015 (6 matches),,0.99,1.06,62.5,3.5,2.2%,53.8%,0.4%,52.6%,46.8%,54.2%
Career (125 matches),,1.02,1.09,58.9,2.8,3.8%,57.0%,3.7%,56.7%,44.6%,47.3%
