Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,3,Hard,5,2,3,40.0%,1,0,1,0.0%,2017,2019,R128,3,1.08,9.3%,6.7%,50.0%,74.7%,49.3%,62.0%,40.9%,12.5%,77.8%
Roland Garros,2,Clay,2,0,2,0.0%,0,0,0,-,2018,2019,R128,1,0.85,6.3%,7.9%,57.1%,69.4%,29.6%,52.4%,40.2%,50.0%,7.1%
Wimbledon,2,Grass,3,1,2,33.3%,0,0,0,-,2018,2019,R64,3,0.84,3.6%,9.0%,55.9%,66.0%,42.3%,55.6%,37.2%,68.2%,36.4%
US Open,3,Hard,6,3,3,50.0%,1,1,0,100.0%,2017,2020,R64,4,0.90,6.0%,6.3%,53.2%,59.0%,39.8%,50.0%,44.8%,48.6%,34.1%
Fed Cup,1,,1,0,1,0.0%,0,0,0,-,2018,2018,,1,0.80,0.0%,6.4%,62.8%,49.2%,57.1%,52.1%,38.2%,40.0%,37.5%
Moscow,2,Hard,8,6,2,75.0%,0,0,0,-,2017,2021,QF,8,1.23,5.6%,2.3%,59.2%,69.3%,51.8%,62.1%,46.7%,65.8%,58.0%
St. Petersburg,3,Hard,5,2,3,40.0%,1,1,0,100.0%,2018,2021,R32,5,1.05,8.2%,4.5%,55.0%,68.6%,47.5%,59.1%,42.8%,58.7%,36.0%
Lyon,2,Hard,2,0,2,0.0%,0,0,0,-,2020,2021,R32,2,0.84,6.7%,5.4%,55.0%,64.6%,35.8%,51.7%,40.4%,47.6%,57.1%
Nottingham,2,Grass,3,1,2,33.3%,3,1,2,33.3%,2018,2019,R16,3,0.97,6.1%,4.9%,57.2%,64.2%,46.9%,56.8%,41.9%,55.6%,40.7%
Lugano,2,Clay,9,7,2,77.8%,1,1,0,100.0%,2018,2019,SF,9,1.15,3.3%,4.0%,57.9%,67.9%,45.9%,58.6%,47.6%,65.5%,58.4%
Miami,2,Hard,3,1,2,33.3%,3,1,2,33.3%,2018,2019,R128,3,0.87,2.3%,5.8%,54.2%,61.9%,37.3%,50.6%,42.7%,52.5%,51.7%
