Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
Current (2024-01-08),761,42,,,,,,,,,,,,
2023,755,42,,,,,,,,,,,,
2022,298,206,,,,,,,,,,,,
2021,367,162,,,,,,,,,,,,
2020,295,207,,,,,,,,,304,258,,
2019,324,161,176,1568,144,1572,131,1574,159,1458,225,338,,
2018,65,896,74,1752,74,1706,49,1721,68,1614,94,872,,
2017,133,444,145,1571,148,1533,122,1541,,,103,668,,
2016,328,125,,,,,,,,,248,252,,
2015,537,49,,,,,,,,,608,56,,
2014,841,14,,,,,,,,,,,,
