Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2019 W25 Guayaquil QF,W vs Gatica,1.17,1.37,57.3,4.0,-,54.3%,-,57.1%,61.4%,40.5%
2019 W25 Guayaquil R32,W vs Kurata,1.02,1.38,45.2,2.2,-,53.6%,-,57.7%,56.7%,64.3%
2019 W15 Naples FL SF,W vs Stearns,0.96,1.27,58.7,2.1,-,57.6%,-,50.0%,58.3%,64.3%
2019 W15 Naples FL R32,W vs Kobelt,1.20,1.65,45.1,2.0,-,67.7%,-,64.3%,58.3%,33.3%
2018 US Open Q1,L vs Lepchenko,0.84,0.54,37.8,2.2,0.0%,40.9%,4.8%,57.1%,39.3%,25.9%
2017 Waco TX $80K R16,L vs Kenin,0.88,0.54,33.8,2.0,0.0%,53.6%,0.0%,35.7%,37.0%,30.8%
2017 Waco TX $80K R32,W vs Marand,0.95,1.16,79.3,5.5,0.0%,64.7%,0.0%,52.1%,49.0%,52.1%
2017 US Open Q1,L vs Ahn,0.92,0.75,57.8,2.2,2.7%,51.4%,5.7%,68.6%,23.5%,42.4%
2017 Landisville PA $25K R16,L vs Pegula,0.95,0.92,87.3,4.8,1.4%,59.7%,1.5%,45.6%,47.3%,43.8%
2017 Fort Worth TX $25K F,W vs Arango,0.97,1.64,47.1,2.4,7.1%,71.4%,0.0%,69.2%,48.3%,51.9%
2017 Fort Worth TX $25K SF,W vs Imanishi,1.05,1.66,37.5,2.2,0.0%,56.0%,0.0%,65.2%,53.6%,72.0%
2017 Fort Worth TX $25K R32,W vs Mateas,0.98,1.57,45.4,2.0,0.0%,62.1%,0.0%,69.2%,57.1%,53.8%
2017 Evansville IN $15K R32,L vs Osuigwe,1.00,0.89,94.2,5.7,0.0%,54.7%,2.0%,52.0%,40.3%,42.9%
2016 Indian Harbour Beach FL $75K R32,W vs Celik,0.97,1.66,38.2,2.2,3.8%,69.2%,0.0%,60.9%,56.7%,62.1%
2016 Dothan AL $50K QF,L vs Pegula,0.93,0.82,59.8,2.4,0.0%,65.2%,0.0%,50.0%,34.0%,40.4%
2016 Dothan AL $50K R16,W vs Flink,1.15,1.19,66.9,2.4,0.0%,51.1%,2.4%,52.4%,46.7%,53.5%
2016 Dothan AL $50K R32,W vs Foretz Gacon,1.09,1.33,57.5,2.3,0.0%,53.8%,0.0%,55.3%,60.0%,51.4%
2016 Osprey FL $50K R32,L vs Sakkari,0.79,0.82,61.7,6.3,5.4%,70.3%,3.0%,42.4%,47.7%,40.5%
2016 Naples FL $25K R16,L vs Pattinama Kerkhove,0.85,0.65,43.8,2.3,0.0%,45.2%,0.0%,51.9%,43.3%,35.7%
2016 Naples FL $25K R32,W vs Day,1.02,1.25,56.5,6.9,2.4%,58.5%,0.0%,60.0%,54.0%,45.7%
2019 (4 matches),,1.09,1.41,52.6,2.4,-,58.0%,-,56.9%,59.0%,50.9%
2018 (1 matches),,0.84,0.54,37.8,2.2,0.0%,40.9%,4.8%,57.1%,39.3%,25.9%
2017 (8 matches),,0.96,1.03,67.8,2.8,1.2%,59.1%,1.3%,54.9%,44.2%,47.8%
2016 (25 matches),,1.00,1.08,53.0,2.7,2.5%,56.0%,1.0%,54.2%,49.0%,47.9%
2015 (10 matches),,0.97,0.91,56.0,2.8,1.7%,55.5%,0.9%,54.3%,43.7%,40.5%
Career (61 matches),,1.00,1.09,55.3,2.7,1.7%,56.5%,0.9%,55.1%,48.4%,47.8%
