Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2019 Wimbledon R64,L vs Gauff,62.0%,29.0%,4.0%,1/1,2.14,2.8%,61.8%,28.6%,2.9%,1.96,0.0%,83.3%,30.0%,8.3%,2.29,5.3%
2019 Wimbledon R128,W vs Sabalenka,66.7%,52.5%,0.0%,0/0,2.59,14.7%,69.4%,52.0%,0.0%,2.77,25.0%,93.8%,53.3%,0.0%,2.44,5.6%
2019 Monterrey QF,W vs Vickery,74.1%,37.5%,3.7%,1/1,2.33,15.4%,75.0%,29.2%,6.3%,2.20,25.8%,84.2%,50.0%,0.0%,2.54,0.0%
2018 Birmingham F,L vs Kvitova,71.8%,48.2%,9.0%,3/4,2.71,7.9%,76.4%,47.6%,1.8%,2.43,17.9%,73.7%,50.0%,31.6%,2.93,0.0%
2018 Birmingham QF,W vs Jakupovic,79.3%,58.7%,1.7%,0/1,2.64,18.8%,77.8%,60.7%,0.0%,2.56,25.0%,85.7%,55.6%,4.8%,2.73,12.5%
2018 Stuttgart R16,L vs Halep,74.2%,45.5%,6.7%,4/2,2.36,5.2%,76.6%,38.8%,4.7%,2.45,9.7%,85.0%,64.7%,15.0%,2.24,0.0%
2018 Australian Open R16,L vs Wozniacki,74.4%,34.4%,11.6%,3/2,2.67,9.1%,74.2%,30.4%,9.7%,2.70,13.6%,100.0%,44.4%,22.2%,2.62,0.0%
2017 Zhuhai RR,L vs Goerges,76.9%,44.0%,7.7%,2/3,2.71,12.8%,72.5%,41.4%,5.0%,2.60,17.9%,84.0%,47.6%,12.0%,2.88,5.3%
2017 Linz F,L vs Strycova,77.1%,43.2%,8.3%,2/2,2.20,29.6%,73.5%,24.0%,11.8%,2.13,45.2%,100.0%,83.3%,0.0%,2.30,8.7%
2017 Wuhan R64,L vs Radwanska,82.4%,45.9%,5.4%,3/1,2.47,1.9%,83.3%,34.3%,2.4%,2.33,4.3%,83.9%,61.5%,9.7%,2.58,0.0%
2017 Toronto R32,L vs Halep,81.5%,45.5%,4.9%,3/1,2.78,2.0%,86.7%,44.2%,1.7%,2.75,4.5%,77.8%,50.0%,16.7%,2.81,0.0%
2017 Toronto R64,W vs Lucic,72.1%,65.9%,3.3%,1/1,2.85,0.0%,80.0%,70.8%,0.0%,2.73,0.0%,80.0%,60.0%,8.0%,2.91,0.0%
2017 Wimbledon SF,L vs Muguruza,80.0%,34.4%,12.5%,4/1,2.14,0.0%,74.1%,35.0%,14.8%,2.06,0.0%,92.3%,33.3%,7.7%,2.24,0.0%
2017 Wimbledon QF,W vs Vandeweghe,71.9%,46.3%,1.8%,1/0,2.49,3.1%,70.8%,52.9%,0.0%,2.43,6.7%,92.3%,41.7%,3.8%,2.54,0.0%
2015 Birmingham R64,W vs Muguruza,82.5%,66.0%,5.3%,1/2,3.50,3.6%,84.6%,63.6%,2.6%,3.36,8.3%,87.5%,71.4%,12.5%,3.59,0.0%
2015 Australian Open R128,W vs Konjuh,71.4%,52.5%,7.1%,1/3,2.33,16.7%,79.3%,43.5%,3.4%,2.30,25.9%,73.9%,64.7%,13.0%,2.37,0.0%
2015 Brisbane R32,L vs Svitolina,72.4%,47.6%,3.4%,0/2,2.26,4.9%,72.5%,48.3%,0.0%,2.01,10.5%,76.5%,46.2%,11.8%,2.48,0.0%
2013 Cincinnati QF,L vs Azarenka,79.0%,49.0%,8.1%,3/2,2.60,2.8%,84.6%,51.5%,7.7%,2.63,5.0%,100.0%,43.8%,12.5%,2.56,0.0%
Career (18 matches),,75.2%,47.7%,5.7%,53.2%,2.51,8.9%,76.9%,44.5%,3.9%,2.41,15.4%,85.2%,53.5%,10.4%,2.61,1.9%
