Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,10,Hard,16,6,10,37.5%,1,0,1,0.0%,2009,2019,R16,16,0.90,5.2%,4.0%,61.5%,64.0%,41.4%,55.3%,40.4%,51.6%,48.0%
Roland Garros,12,Clay,24,12,12,50.0%,3,2,1,66.7%,2008,2019,R32,18,0.98,5.8%,3.3%,58.7%,61.9%,47.0%,55.8%,43.2%,53.3%,47.4%
Wimbledon,13,Grass,24,11,13,45.8%,3,2,1,66.7%,2007,2019,SF,19,0.98,6.8%,3.6%,59.0%,68.2%,43.8%,58.2%,40.9%,53.8%,45.5%
US Open,11,Hard,21,10,11,47.6%,7,2,5,28.6%,2008,2019,R32,19,1.01,5.6%,5.1%,53.3%,67.0%,47.5%,57.9%,42.7%,57.7%,46.8%
Fed Cup,7,,15,8,7,53.3%,3,1,2,33.3%,2005,2018,,1,1.08,6.2%,2.1%,67.0%,61.5%,46.9%,56.7%,46.8%,58.3%,58.3%
Indian Wells,9,Hard,17,8,9,47.1%,2,2,0,100.0%,2009,2019,QF,17,0.95,3.9%,5.1%,54.6%,64.9%,42.4%,54.7%,43.0%,44.8%,43.4%
Miami,9,Hard,14,5,9,35.7%,5,3,2,60.0%,2009,2019,R32,14,0.93,4.5%,5.8%,53.5%,65.8%,45.4%,56.3%,40.8%,46.2%,46.3%
Linz,8,Hard,15,7,8,46.7%,2,2,0,100.0%,2008,2018,F,11,0.99,5.6%,2.7%,58.3%,66.0%,41.1%,55.6%,43.9%,54.7%,42.2%
Birmingham,7,Grass,27,21,6,77.8%,13,7,6,53.8%,2009,2018,W,27,1.18,7.2%,2.7%,63.0%,71.7%,50.0%,63.7%,43.0%,67.6%,46.2%
New Haven,7,Hard,23,16,7,69.6%,5,2,3,40.0%,2008,2018,F,16,0.99,5.6%,4.4%,60.2%,65.2%,46.6%,57.8%,41.8%,61.4%,51.4%
Madrid,7,Clay,9,2,7,22.2%,2,1,1,50.0%,2009,2019,R32,9,0.90,5.2%,3.7%,58.8%,62.0%,43.9%,54.6%,41.0%,46.5%,39.2%
