Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2019 Wimbledon R64,L vs Gauff,4.5,4.5,4.5,44.4%,40.9%,37.5%,25.0%,57.5%,49.4%,-6.5,-7.1,-3.5,-9.2
2019 Wimbledon R128,W vs Sabalenka,3.5,3.5,3.4,57.8%,62.9%,44.4%,50.0%,40.3%,39.3%,4.0,8.9,-2.5,-4.7
2019 Monterrey QF,W vs Vickery,4.8,5.0,4.6,62.0%,50.0%,40.0%,35.0%,61.9%,50.0%,-3.0,-2.1,-2.5,-5.3
2018 Birmingham F,L vs Kvitova,3.6,3.9,3.3,53.4%,34.1%,30.8%,25.0%,44.4%,40.0%,-4.5,-4.9,-3.0,-4.0
2018 Birmingham QF,W vs Jakupovic,3.7,3.4,3.9,60.6%,57.1%,70.0%,42.9%,47.5%,56.0%,4.0,6.3,1.0,2.7
2018 Stuttgart R16,L vs Halep,4.7,4.5,4.8,51.8%,42.9%,34.8%,29.4%,47.7%,43.9%,6.5,4.5,-1.5,-1.6
2018 Australian Open R16,L vs Wozniacki,5.0,4.7,5.4,38.1%,44.4%,25.0%,21.4%,44.5%,47.3%,0.5,0.8,-7.0,-15.6
2017 Zhuhai RR,L vs Goerges,3.8,3.7,3.8,48.6%,44.2%,42.9%,71.4%,46.4%,38.5%,-1.5,-1.9,-0.5,-0.8
2017 Linz F,L vs Strycova,4.6,4.0,5.4,48.1%,42.1%,36.4%,33.3%,38.8%,33.9%,-5.5,-8.3,-3.0,-3.9
2017 Wuhan R64,L vs Radwanska,4.5,3.9,5.2,40.0%,55.3%,39.1%,58.8%,49.3%,63.2%,2.0,1.5,-3.5,-6.7
2017 Toronto R32,L vs Halep,5.3,4.6,5.9,42.6%,61.8%,38.9%,37.9%,47.6%,44.4%,5.0,3.5,-1.5,-1.6
2017 Toronto R64,W vs Lucic,2.8,2.4,3.1,61.6%,64.3%,66.7%,0.0%,41.2%,27.1%,1.5,3.7,4.5,9.0
2017 Wimbledon SF,L vs Muguruza,5.5,5.9,4.9,47.2%,32.0%,21.1%,30.8%,49.3%,28.6%,-3.0,-3.3,-8.0,-11.3
2017 Wimbledon QF,W vs Vandeweghe,3.9,4.1,3.7,60.3%,50.0%,50.0%,62.5%,49.7%,20.5%,-5.0,-6.8,4.5,7.3
2015 Birmingham R64,W vs Muguruza,3.3,2.5,3.9,61.2%,55.0%,60.0%,66.7%,47.3%,22.1%,5.5,10.4,10.5,19.8
2015 Australian Open R128,W vs Konjuh,3.5,3.6,3.3,58.3%,51.7%,0.0%,57.1%,40.5%,33.0%,-2.0,-4.0,1.5,2.6
2015 Brisbane R32,L vs Svitolina,3.7,3.8,3.6,43.3%,25.0%,71.4%,33.3%,42.9%,33.7%,-12.5,-19.2,-12.0,-18.2
2013 Cincinnati QF,L vs Azarenka,4.9,4.4,5.4,50.0%,40.6%,25.0%,37.5%,45.4%,33.1%,-3.0,-3.1,-1.5,-1.8
Career (18 matches),,4.2,4.1,4.3,52.2%,47.3%,39.4%,38.5%,47.3%,40.2%,-1.0,-1.1,-1.6,-2.5
