Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2019,8,5,3,62.5%,11-7,61.1%,92-80,53.5%,2-0,100.0%,0,,,,,,,,,,,,F (W100 Surbiton)
2017,29,26,3,89.7%,52-11,82.5%,359-220,62.0%,1-4,20.0%,0,,,,,,,,,,,,W (4x)
2016,1,0,1,0.0%,0-0,-,0-0,-,0-0,-,0,,,,,,,,,,,,R32 (Trnava $100K)
2012,16,12,4,75.0%,26-10,72.2%,197-147,57.3%,6-2,75.0%,0,,,,,,,,,,,,F (Midland MI 100K)
2011,11,9,2,81.8%,18-7,72.0%,134-105,56.1%,4-0,100.0%,0,,,,,,,,,,,,W (Prague 100K)
2010,13,9,4,69.2%,19-11,63.3%,161-132,54.9%,4-4,50.0%,0,,,,,,,,,,,,F (Ningbo 100K)
2008,34,26,8,76.5%,53-24,68.8%,414-304,57.7%,4-4,50.0%,0,,,,,,,,,,,,W (2x)
2007,34,19,15,55.9%,44-36,55.0%,392-343,53.3%,3-3,50.0%,0,,,,,,,,,,,,F (2x)
2006,11,5,6,45.5%,13-13,50.0%,113-117,49.1%,1-1,50.0%,0,,,,,,,,,,,,SF (Capriolo 25K)
2005,29,22,7,75.9%,45-19,70.3%,341-253,57.4%,7-1,87.5%,0,,,,,,,,,,,,W (2x)
2004,11,8,3,72.7%,17-10,63.0%,142-114,55.5%,1-0,100.0%,0,,,,,,,,,,,,SF (2x)
Career,197,141,56,71.6%,298-148,66.8%,2345-1815,56.4%,33-19,63.5%,0,,,,,,,,,,,,
