Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2019 Wimbledon R64,L vs Gauff,29.6%,37.0%,38.9%,45.2%,51.6%,47.1%,69.2%,27.8%,100.0%,9.5%,19.0%,31.6%,0.0%,90.0%,100.0%,-19
2019 Wimbledon R128,W vs Sabalenka,28.8%,36.5%,58.8%,44.8%,58.6%,68.8%,30.8%,43.8%,0.0%,10.0%,10.0%,50.0%,0.0%,76.9%,100.0%,-14
2019 Monterrey QF,W vs Vickery,25.0%,43.4%,60.4%,31.9%,57.4%,68.8%,70.8%,52.2%,100.0%,16.0%,24.0%,47.6%,0.0%,66.7%,0.0%,40
2018 Birmingham F,L vs Kvitova,28.7%,35.1%,30.2%,42.9%,55.1%,42.9%,59.1%,14.8%,22.2%,14.6%,14.6%,20.0%,63.6%,63.2%,50.0%,3
2018 Birmingham QF,W vs Jakupovic,39.6%,47.2%,53.1%,51.5%,63.6%,50.0%,43.8%,35.3%,33.3%,20.0%,20.0%,56.3%,0.0%,27.3%,33.3%,-104
2018 Stuttgart R16,L vs Halep,24.4%,34.6%,34.5%,29.5%,43.2%,32.3%,66.7%,30.4%,50.0%,18.2%,24.2%,37.0%,7.1%,73.7%,100.0%,-104
2018 Australian Open R16,L vs Wozniacki,16.3%,25.6%,27.3%,24.1%,37.9%,27.3%,73.3%,14.3%,0.0%,0.0%,0.0%,27.3%,0.0%,33.3%,25.0%,-119
2017 Zhuhai RR,L vs Goerges,34.2%,37.0%,40.4%,36.4%,38.6%,46.4%,55.0%,41.7%,60.0%,32.1%,35.7%,31.6%,0.0%,82.4%,100.0%,-62
2017 Linz F,L vs Strycova,15.4%,30.8%,38.2%,13.5%,37.8%,46.9%,68.8%,33.3%,66.7%,17.9%,21.4%,26.1%,35.7%,50.0%,0.0%,-104
2017 Wuhan R64,L vs Radwanska,21.5%,29.1%,46.2%,34.3%,48.6%,52.2%,58.8%,38.9%,60.0%,14.7%,17.6%,41.4%,5.9%,70.6%,75.0%,12
2017 Toronto R32,L vs Halep,17.6%,22.1%,45.1%,31.3%,37.5%,54.5%,66.7%,23.5%,20.0%,6.5%,9.7%,37.9%,7.1%,82.4%,66.7%,-55
2017 Toronto R64,W vs Lucic,46.8%,48.9%,45.5%,74.1%,74.1%,57.1%,45.5%,37.5%,0.0%,11.8%,17.6%,40.0%,0.0%,66.7%,-,-4
2017 Wimbledon SF,L vs Muguruza,15.1%,17.0%,31.8%,21.9%,25.0%,24.0%,47.4%,23.1%,33.3%,5.0%,5.0%,42.1%,0.0%,23.1%,33.3%,-64
2017 Wimbledon QF,W vs Vandeweghe,29.8%,34.0%,59.4%,44.4%,48.1%,60.0%,41.7%,26.7%,0.0%,10.5%,15.8%,58.8%,0.0%,69.2%,-,-43
2015 Birmingham R64,W vs Muguruza,32.6%,46.5%,46.4%,52.0%,72.0%,58.3%,58.3%,76.9%,0.0%,5.9%,11.8%,37.5%,14.3%,40.0%,0.0%,-55
2015 Australian Open R128,W vs Konjuh,23.3%,35.0%,50.0%,30.8%,46.2%,59.3%,38.9%,38.1%,0.0%,11.8%,17.6%,33.3%,0.0%,18.2%,0.0%,-4
2015 Brisbane R32,L vs Svitolina,26.3%,31.6%,29.3%,38.7%,45.2%,31.6%,62.5%,33.3%,60.0%,12.0%,16.0%,27.3%,9.1%,42.9%,40.0%,-57
2013 Cincinnati QF,L vs Azarenka,16.7%,18.8%,19.4%,23.1%,26.9%,20.0%,38.5%,7.7%,0.0%,11.1%,11.1%,18.8%,0.0%,33.3%,50.0%,-14
Career (18 matches),,26.0%,33.9%,41.4%,36.5%,48.0%,46.2%,56.3%,33.3%,37.7%,13.6%,17.2%,36.2%,12.6%,59.0%,55.3%,9
