Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2019 Granby CH R32,W vs Sarkissian,1.22,1.55,48.0,3.0,-,74.3%,-,69.0%,19.4%,52.9%
2019 Milan CH F,L vs Dellien,0.88,0.79,64.1,3.3,-,62.2%,-,54.3%,42.9%,31.7%
2019 Milan CH SF,W vs Nagal,1.02,1.33,47.3,2.7,-,62.1%,-,57.7%,51.4%,53.1%
2019 Prostejov CH R64,L vs Rinderknech,0.82,0.48,39.9,2.3,-,66.7%,-,55.6%,20.7%,25.0%
2019 Rome CH R64,L vs Casanova,1.05,0.91,72.5,4.2,1.8%,52.7%,7.8%,49.0%,44.2%,41.0%
2019 Puerto Vallarta CH R64,L vs Mena,1.15,0.58,59.1,2.0,2.8%,63.9%,6.5%,64.5%,19.4%,16.7%
2019 Leon CH R16,L vs Bublik,0.88,0.75,54.0,2.4,15.8%,57.9%,9.4%,65.6%,29.5%,35.7%
2019 Leon CH R32,W vs Smith,1.07,1.84,49.0,2.2,10.3%,72.4%,15.4%,84.6%,41.9%,32.0%
2019 Leon CH R64,W vs Ugo Carabelli,1.00,2.70,35.6,2.2,10.0%,80.0%,10.5%,84.2%,55.2%,40.7%
2019 San Luis Potosi CH R32,L vs Huesler,0.81,0.43,43.6,2.1,0.0%,67.7%,0.0%,55.6%,16.7%,23.8%
2019 Murcia CH R64,L vs Robredo,0.86,0.81,66.3,2.3,15.4%,66.7%,0.0%,60.6%,40.5%,27.5%
2019 Zhuhai CH R16,L vs Uchida,0.89,0.86,70.2,3.6,14.0%,66.0%,8.9%,62.2%,33.3%,35.6%
2019 Zhuhai CH R32,W vs Nedovyesov,1.77,1.59,36.1,4.0,7.0%,72.1%,12.8%,64.1%,27.3%,30.0%
2019 Zhuhai CH R64,W vs Saville,1.37,3.18,30.6,2.0,8.7%,78.3%,9.5%,76.2%,42.1%,64.7%
2019 Bergamo CH R32,L vs De Greef,0.72,0.54,36.4,2.0,14.8%,63.0%,20.0%,68.0%,31.0%,20.7%
2019 Bergamo CH R64,W vs Heller,1.25,1.37,45.1,4.1,23.4%,63.8%,14.0%,69.8%,34.0%,39.1%
2019 Budapest CH R32,L vs Otte,0.92,0.91,75.7,3.7,3.1%,70.8%,3.3%,60.7%,34.5%,33.3%
2019 Budapest CH R64,W vs Szintai,1.04,2.07,44.6,2.1,15.4%,88.5%,13.6%,63.6%,41.5%,50.0%
2019 Cleveland CH R32,L vs King,0.83,0.60,44.8,2.3,7.7%,46.2%,25.0%,75.0%,26.7%,31.0%
2019 Cleveland CH R64,W vs Pavic,1.12,1.19,73.8,4.3,12.1%,65.5%,16.4%,72.7%,22.6%,44.4%
2019 (22 matches),,1.02,1.04,55.1,2.8,9.8%,66.3%,10.4%,64.1%,34.6%,36.1%
2018 (6 matches),,0.98,0.80,54.6,3.1,9.6%,65.5%,12.7%,58.2%,32.1%,29.8%
2017 (10 matches),,1.00,0.88,53.6,2.8,6.2%,58.1%,5.0%,58.3%,34.8%,38.7%
2016 (3 matches),,0.88,0.75,64.3,2.5,8.4%,62.2%,5.7%,55.7%,36.8%,33.3%
2015 (1 matches),,0.82,0.45,33.2,2.1,0.0%,54.8%,0.0%,53.6%,13.0%,38.1%
Career (46 matches),,0.99,0.92,55.4,2.8,8.3%,63.1%,8.6%,61.1%,34.0%,36.0%
