Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2019 Granby CH R32,W vs Sarkissian,18% (2/11),100% (2/2),0/1,9% (1/11),0% (0/1),2/2,1/1,0/0,1/1,0/0
2019 Milan CH F,L vs Dellien,45% (5/11),40% (2/5),1/4,55% (6/11),33% (2/6),2/2,0/0,0/0,0/0,0/0
2019 Milan CH SF,W vs Nagal,55% (6/11),100% (6/6),2/3,27% (3/11),0% (0/3),4/4,0/2,0/0,0/0,0/0
2019 Prostejov CH R64,L vs Rinderknech,0% (0/10),- (0/0),0/2,20% (2/10),0% (0/2),0/0,0/0,1/1,0/0,0/0
2019 Rome CH R64,L vs Casanova,43% (6/14),83% (5/6),2/5,57% (8/14),13% (1/8),2/5,1/1,0/2,0/0,0/1
2019 Puerto Vallarta CH R64,L vs Mena,10% (1/10),0% (0/1),0/2,33% (3/9),33% (1/3),0/0,0/0,1/1,0/0,0/0
2019 Leon CH R16,L vs Bublik,25% (3/12),33% (1/3),0/1,17% (2/12),0% (0/2),1/1,0/0,2/3,0/0,1/2
2019 Leon CH R32,W vs Smith,44% (4/9),50% (2/4),0/0,20% (2/10),100% (2/2),2/2,2/2,0/0,1/1,0/0
2019 Leon CH R64,W vs Ugo Carabelli,63% (5/8),80% (4/5),0/0,0% (0/8),- (0/0),2/2,0/0,0/0,0/0,0/0
2019 San Luis Potosi CH R32,L vs Huesler,0% (0/9),- (0/0),0/1,40% (4/10),25% (1/4),0/0,0/0,0/2,0/0,0/1
2019 Murcia CH R64,L vs Robredo,38% (5/13),40% (2/5),0/3,31% (4/13),25% (1/4),1/1,0/0,1/1,0/0,1/1
2019 Zhuhai CH R16,L vs Uchida,25% (4/16),75% (3/4),0/2,33% (5/15),60% (3/5),2/2,0/0,0/0,0/0,0/0
2019 Zhuhai CH R32,W vs Nedovyesov,23% (3/13),100% (3/3),0/1,29% (4/14),50% (2/4),3/3,2/2,0/1,1/1,0/0
2019 Zhuhai CH R64,W vs Saville,57% (4/7),100% (4/4),0/0,13% (1/8),100% (1/1),3/3,1/1,0/0,1/1,0/0
2019 Bergamo CH R32,L vs De Greef,10% (1/10),0% (0/1),0/2,44% (4/9),50% (2/4),0/0,0/0,2/2,0/0,1/1
2019 Bergamo CH R64,W vs Heller,33% (5/15),60% (3/5),0/2,20% (3/15),33% (1/3),1/2,1/1,1/1,1/1,0/0
2019 Budapest CH R32,L vs Otte,31% (5/16),60% (3/5),2/2,24% (4/17),50% (2/4),3/3,1/1,4/4,0/0,2/2
2019 Budapest CH R64,W vs Szintai,70% (7/10),43% (3/7),0/0,0% (0/9),- (0/0),1/1,0/0,0/0,0/0,0/0
2019 Cleveland CH R32,L vs King,10% (1/10),0% (0/1),0/2,33% (3/9),33% (1/3),0/0,0/0,1/1,0/0,1/1
2019 Cleveland CH R64,W vs Pavic,24% (4/17),50% (2/4),1/3,41% (7/17),57% (4/7),1/2,0/0,3/3,0/0,0/0
2019 (22 matches),,31.0%,64.6%,24.4%,28.9%,33.8%,87.8%,84.6%,68.0%,100.0%,60.0%
2018 (6 matches),,26.0%,63.2%,13.3%,33.8%,32.0%,83.3%,66.7%,75.0%,33.3%,66.7%
2017 (10 matches),,30.8%,78.8%,26.7%,39.8%,20.0%,69.6%,62.5%,44.4%,66.7%,0.0%
2016 (3 matches),,33.3%,50.0%,22.2%,37.8%,21.4%,60.0%,-,50.0%,-,0.0%
2015 (1 matches),,0.0%,-,0.0%,66.7%,33.3%,-,-,0.0%,-,0.0%
Career (46 matches),,29.9%,68.4%,19.6%,34.0%,27.9%,78.5%,71.0%,64.8%,64.3%,40.0%
