Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2026 Hobart SF,L vs Jovic,17,43,0.4,9.6%,24.2%,17,41,0.4,9.9%,24.0%,4.7%,4.7%,1.0,17.4%,17.4%
2026 Hobart QF,W vs Raducanu,21,37,0.6,17.4%,30.6%,19,36,0.5,16.8%,31.9%,8.8%,8.0%,0.3,7.4%,29.8%
2024 US Open R128,L vs Pavlyuchenkova,2,18,0.1,2.3%,20.9%,2,15,0.1,2.7%,20.0%,1.3%,0.0%,1.2,29.1%,24.4%
2022 s Hertogenbosch R32,L vs Hartono,16,50,0.3,8.0%,25.0%,14,43,0.3,8.0%,24.7%,6.9%,1.1%,0.4,12.0%,29.5%
Career (4 matches),,56,148,0.4,9.6%,25.3%,52,135,0.4,9.8%,25.3%,5.8%,3.6%,0.6,15.2%,25.1%
