Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,15,9,6,60.0%,21-14,60.0%,177-139,56.0%,1-0,100.0%,15,67.5%,43.9%,2.3%,5.3%,63.9%,63.7%,45.7%,57.2%,47.9%,52.7%,1.12,SF (W75 Brisbane)
2025,62,43,19,69.4%,91-51,64.1%,740-586,55.8%,9-4,69.2%,61,65.9%,46.1%,1.7%,5.7%,63.6%,62.4%,46.1%,56.4%,48.6%,52.5%,1.12,W (3x)
2024,32,19,13,59.4%,41-32,56.2%,345-333,50.9%,4-3,57.1%,13,58.3%,41.9%,0.6%,8.2%,62.0%,57.9%,45.2%,53.1%,46.0%,49.5%,0.98,F (2x)
2023,53,43,10,81.1%,85-33,72.0%,632-466,57.6%,9-2,81.8%,0,,,,,,,,,,,,W (4x)
2022,4,1,3,25.0%,3-6,33.3%,37-44,45.7%,1-0,100.0%,0,,,,,,,,,,,,R16 (W25 Cairns)
Career,166,115,51,69.3%,241-136,63.9%,1931-1568,55.2%,24-9,72.7%,89,65.1%,45.2%,1.7%,5.9%,63.4%,62.0%,45.9%,56.1%,48.1%,52.1%,1.10,
