Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2026 Australian Open R64,L vs Tien,1.1%,100.0%,7.5%,50.0%,13.5%,18.9%,33.3%,6.4%,17.6%,0.7%,100.0%,-8,-14
2026 Adelaide QF,L vs Humbert,0.0%,-,8.2%,57.1%,21.6%,33.3%,0.0%,11.1%,16.7%,1.8%,0.0%,-51,-66
2025 Chengdu SF,L vs Musetti,2.0%,100.0%,17.9%,41.2%,10.5%,16.7%,0.0%,6.3%,12.5%,1.6%,0.0%,14,-22
2025 Gstaad R16,L vs Bublik,0.0%,-,5.9%,50.0%,16.7%,15.4%,0.0%,8.1%,25.0%,0.0%,-,-21,-76
2025 Rome R128,L vs De Jong,0.0%,-,10.9%,53.8%,10.4%,16.7%,12.5%,13.6%,33.3%,0.5%,0.0%,-13,-15
2025 Australian Open R128,L vs Alcaraz,0.0%,-,10.6%,61.1%,6.3%,12.5%,0.0%,4.8%,18.2%,1.2%,33.3%,-7,-64
2025 United Cup SF,L vs Hurkacz,0.0%,-,6.3%,66.7%,5.5%,0.0%,0.0%,4.3%,11.1%,0.0%,-,-47,-40
2024 Rome R128,W vs Marozsan,0.0%,-,5.8%,66.7%,21.5%,29.2%,0.0%,11.4%,45.5%,1.3%,33.3%,-7,-28
2024 Madrid R64,L vs Alcaraz,0.0%,-,9.7%,22.2%,7.2%,6.3%,0.0%,2.9%,9.1%,1.1%,50.0%,-67,-109
2024 Miami R64,L vs Hurkacz,0.0%,-,12.8%,69.6%,8.9%,16.1%,0.0%,8.9%,35.7%,1.9%,40.0%,-48,-52
2024 Dubai R32,L vs Medvedev,0.0%,-,3.7%,60.0%,13.4%,23.7%,0.0%,7.6%,21.1%,1.5%,50.0%,57,28
2024 Rotterdam R16,W vs Rune,0.0%,-,10.2%,73.3%,25.8%,21.7%,50.0%,5.7%,17.6%,1.0%,0.0%,22,29
2024 Marseille R16,L vs Hurkacz,0.0%,-,7.6%,75.0%,14.8%,27.8%,25.0%,11.1%,42.9%,2.1%,33.3%,41,3
2024 Brisbane R16,L vs Rune,1.0%,0.0%,11.1%,50.0%,20.4%,28.2%,0.0%,15.7%,33.3%,2.3%,50.0%,11,-11
2023 Metz F,L vs Humbert,0.0%,-,6.0%,83.3%,15.9%,27.3%,0.0%,5.7%,16.7%,1.8%,50.0%,-42,-14
2023 Metz SF,W vs Herbert,0.0%,-,9.1%,81.8%,17.6%,9.1%,20.0%,25.0%,16.7%,2.8%,0.0%,70,60
2023 Bastad R16,L vs Ruud,0.0%,-,3.5%,50.0%,11.8%,18.8%,12.5%,5.7%,50.0%,1.0%,0.0%,-16,-41
2023 Wimbledon R128,L vs Mannarino,1.3%,100.0%,5.7%,66.7%,13.1%,9.1%,0.0%,4.9%,12.5%,2.7%,16.7%,37,24
2023 Rome R32,L vs Sinner,0.0%,-,6.2%,81.8%,9.6%,12.5%,0.0%,8.8%,37.5%,1.1%,50.0%,-27,-31
2023 Madrid R32,L vs Medvedev,0.0%,-,8.6%,84.2%,9.6%,15.7%,0.0%,5.7%,21.9%,1.7%,37.5%,-26,-35
Career (24 matches),,0.3%,60.0%,8.7%,61.9%,12.8%,17.6%,7.6%,8.3%,26.8%,1.3%,36.2%,-11,-25
