Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2026 Australian Open R64,L vs Tien,23.4%,35.1%,36.6%,30.7%,27.1%,42.4%,34.9%,38.8%,48.4%,28.6%,28.6%,17.6%,23.5%,39.3%,-36
2026 Adelaide QF,L vs Humbert,14.6%,19.5%,38.7%,18.5%,17.9%,25.0%,43.5%,23.6%,50.0%,66.7%,100.0%,11.1%,11.1%,25.0%,-33
2025 Chengdu SF,L vs Musetti,20.0%,32.7%,37.2%,28.0%,24.3%,35.1%,32.1%,36.2%,50.0%,47.6%,66.7%,11.8%,29.4%,46.7%,4
2025 Gstaad R16,L vs Bublik,24.5%,36.7%,40.0%,30.6%,27.6%,48.3%,42.9%,37.9%,46.2%,56.3%,33.3%,22.2%,22.2%,35.7%,72
2025 Rome R128,L vs De Jong,23.1%,35.4%,42.6%,26.3%,35.5%,45.2%,35.0%,42.3%,43.8%,53.3%,100.0%,12.9%,29.0%,48.1%,11
2025 Australian Open R128,L vs Alcaraz,18.0%,24.7%,35.6%,20.8%,22.2%,31.5%,38.1%,26.9%,55.6%,55.6%,77.8%,11.4%,14.3%,32.3%,-79
2025 United Cup SF,L vs Hurkacz,26.5%,26.5%,40.0%,29.0%,26.5%,26.5%,36.0%,30.0%,57.1%,40.0%,0.0%,28.6%,28.6%,50.0%,22
2024 Rome R128,W vs Marozsan,22.2%,42.2%,62.9%,32.4%,28.6%,57.1%,60.0%,45.0%,80.0%,38.5%,-,11.8%,17.6%,66.7%,-79
2024 Madrid R64,L vs Alcaraz,16.4%,20.0%,23.9%,18.2%,21.2%,27.3%,30.8%,24.2%,35.3%,75.0%,100.0%,9.1%,9.1%,15.0%,-79
2024 Miami R64,L vs Hurkacz,22.8%,31.5%,60.0%,28.8%,27.4%,35.5%,64.4%,36.3%,46.2%,47.2%,100.0%,13.8%,24.1%,52.0%,-29
2024 Dubai R32,L vs Medvedev,23.9%,31.0%,39.2%,29.3%,32.6%,41.3%,41.9%,40.9%,81.8%,45.8%,33.3%,9.1%,13.6%,35.0%,-30
2024 Rotterdam R16,W vs Rune,31.3%,46.3%,50.0%,41.0%,42.6%,64.8%,64.5%,57.0%,65.2%,48.4%,100.0%,8.0%,8.0%,30.4%,-33
2024 Marseille R16,L vs Hurkacz,17.2%,27.6%,33.3%,23.6%,30.3%,45.5%,43.5%,41.5%,52.9%,68.8%,50.0%,0.0%,4.0%,24.0%,-118
2024 Brisbane R16,L vs Rune,25.9%,47.2%,51.3%,35.5%,29.5%,57.4%,60.5%,46.4%,51.6%,43.3%,42.9%,22.2%,35.6%,40.0%,-15
2023 Metz F,L vs Humbert,32.7%,43.6%,45.7%,40.7%,44.1%,55.9%,52.6%,57.1%,56.3%,55.6%,100.0%,15.8%,26.3%,37.5%,39
2023 Metz SF,W vs Herbert,37.3%,47.5%,51.4%,47.5%,38.5%,53.8%,70.8%,53.8%,47.6%,50.0%,50.0%,35.0%,35.0%,15.4%,-79
2023 Bastad R16,L vs Ruud,18.2%,32.7%,39.5%,25.6%,19.4%,38.9%,37.9%,30.8%,55.6%,61.1%,60.0%,17.6%,23.5%,42.9%,56
2023 Wimbledon R128,L vs Mannarino,26.0%,37.7%,38.9%,33.5%,26.4%,41.5%,43.6%,37.4%,73.1%,37.0%,40.0%,28.6%,33.3%,26.7%,110
2023 Rome R32,L vs Sinner,21.9%,33.3%,44.4%,27.4%,25.0%,36.7%,40.0%,33.8%,58.6%,61.3%,33.3%,18.2%,30.3%,51.9%,47
2023 Madrid R32,L vs Medvedev,12.7%,21.6%,47.1%,18.4%,22.9%,39.6%,56.8%,35.0%,56.0%,39.1%,40.0%,4.0%,6.0%,39.6%,-77
Career (24 matches),,22.9%,33.7%,45.2%,29.2%,29.2%,43.1%,47.8%,39.6%,55.0%,47.2%,58.7%,14.1%,20.6%,41.6%,14
