Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,21,11,10,52.4%,24-30,44.4%,242-289,45.6%,8-6,57.1%,19,78.7%,12.7%,8.8%,2.6%,63.2%,71.1%,51.3%,63.8%,32.2%,48.0%,0.89
Clay,12,5,7,41.7%,13-15,46.4%,133-143,48.2%,2-2,50.0%,11,73.5%,22.8%,4.8%,4.0%,61.1%,67.2%,46.3%,59.1%,37.7%,48.6%,0.92
Grass,1,0,1,0.0%,0-3,0.0%,14-20,41.2%,0-1,0.0%,1,75.0%,11.8%,11.8%,6.5%,61.3%,82.5%,33.3%,63.4%,30.2%,45.7%,0.83
Grand Slams,6,2,4,33.3%,9-13,40.9%,97-119,44.9%,2-2,50.0%,6,72.4%,16.8%,5.8%,2.8%,62.1%,71.0%,42.9%,60.4%,34.8%,47.5%,0.88
Masters,7,3,4,42.9%,6-11,35.3%,79-93,45.9%,2-4,33.3%,7,82.9%,10.7%,9.2%,2.2%,61.2%,71.0%,51.9%,63.6%,30.5%,47.2%,0.84
Other Tours,19,10,9,52.6%,20-22,47.6%,198-221,47.3%,6-3,66.7%,18,76.5%,17.9%,7.5%,3.9%,62.9%,69.4%,50.4%,62.3%,35.0%,48.7%,0.93
Best of 5,6,2,4,33.3%,9-13,40.9%,97-119,44.9%,2-2,50.0%,6,72.4%,16.8%,5.8%,2.8%,62.1%,71.0%,42.9%,60.4%,34.8%,47.5%,0.88
Best of 3,28,14,14,50.0%,28-35,44.4%,292-333,46.7%,8-7,53.3%,25,78.3%,15.8%,8.0%,3.4%,62.4%,69.8%,50.8%,62.7%,33.7%,48.3%,0.90
Semi-finals,1,0,1,0.0%,0-2,0.0%,4-12,25.0%,0-0,-,1,50.0%,0.0%,5.5%,1.8%,67.3%,48.6%,50.0%,49.1%,20.0%,36.8%,0.39
Quarter-finals,3,1,2,33.3%,2-5,28.6%,25-38,39.7%,1-0,100.0%,3,73.3%,6.3%,5.5%,4.4%,67.4%,68.9%,45.8%,61.3%,29.6%,44.4%,0.77
vs Righties,27,15,12,55.6%,34-36,48.6%,336-363,48.1%,9-7,56.3%,25,78.9%,17.7%,7.3%,3.3%,61.8%,71.0%,49.4%,62.8%,35.2%,49.0%,0.94
vs Lefties,7,1,6,14.3%,3-12,20.0%,53-89,37.3%,1-2,33.3%,6,66.2%,8.5%,8.3%,3.0%,65.3%,66.0%,45.3%,58.8%,28.1%,43.6%,0.68
vs Top 10,2,1,1,50.0%,2-3,40.0%,23-28,45.1%,1-1,50.0%,2,84.0%,4.2%,8.4%,1.8%,65.7%,68.8%,59.6%,65.7%,24.5%,46.9%,0.71
