Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,312,172,140,55.1%,408-335,54.9%,3625-3322,52.2%,57-47,54.8%,222,76.6%,26.8%,5.6%,3.2%,55.5%,70.8%,51.9%,62.4%,39.5%,50.8%,1.05
Clay,90,46,44,51.1%,118-118,50.0%,1125-1098,50.6%,14-10,58.3%,60,70.8%,30.8%,5.8%,3.1%,55.1%,70.0%,46.8%,59.6%,41.3%,50.4%,1.02
Grass,68,39,29,57.4%,99-82,54.7%,928-863,51.8%,20-24,45.5%,49,80.3%,23.0%,6.1%,5.0%,57.0%,73.4%,49.5%,63.2%,37.1%,50.1%,1.01
Carpet,102,52,50,51.0%,116-109,51.6%,1091-1068,50.5%,21-17,55.3%,62,79.4%,21.2%,7.2%,2.5%,56.5%,71.4%,53.4%,63.6%,37.3%,50.3%,1.02
Grand Slams,77,31,46,40.3%,125-152,45.1%,1268-1365,48.2%,21-22,48.8%,52,74.0%,23.2%,5.0%,3.2%,57.9%,70.8%,46.7%,60.6%,37.1%,48.7%,0.94
Masters,109,55,54,50.5%,128-127,50.2%,1238-1222,50.3%,20-13,60.6%,80,75.1%,24.1%,5.3%,3.2%,55.4%,70.1%,51.1%,61.6%,38.8%,50.1%,1.01
Other Tours,385,222,163,57.7%,486-365,57.1%,4251-3759,53.1%,71-63,53.0%,261,77.9%,27.6%,6.4%,3.4%,55.2%,71.7%,52.2%,63.0%,40.0%,51.3%,1.08
Best of 5,82,33,49,40.2%,132-161,45.1%,1337-1445,48.1%,22-23,48.9%,52,74.0%,23.2%,5.0%,3.2%,57.9%,70.8%,46.7%,60.6%,37.1%,48.7%,0.94
Best of 3,490,276,214,56.3%,609-483,55.8%,5432-4906,52.5%,90-75,54.5%,341,77.2%,26.8%,6.2%,3.4%,55.2%,71.3%,52.0%,62.6%,39.7%,51.0%,1.06
Finals,7,3,4,42.9%,8-10,44.4%,86-86,50.0%,2-1,66.7%,6,83.3%,22.4%,5.3%,1.9%,56.1%,70.2%,56.1%,64.0%,37.8%,51.2%,1.05
Semi-finals,22,7,15,31.8%,20-29,40.8%,221-243,47.6%,3-6,33.3%,16,70.9%,25.3%,6.9%,3.3%,52.4%,71.6%,47.8%,60.3%,39.1%,49.6%,0.98
Quarter-finals,61,22,39,36.1%,52-84,38.2%,604-685,46.9%,7-12,36.8%,48,70.6%,22.6%,5.1%,4.1%,55.9%,67.7%,48.9%,59.4%,37.2%,48.3%,0.92
vs Righties,475,256,219,53.9%,610-536,53.2%,5570-5271,51.4%,92-77,54.4%,325,75.8%,26.5%,5.9%,3.4%,55.4%,70.8%,50.6%,61.8%,39.5%,50.5%,1.03
vs Lefties,94,50,44,53.2%,126-108,53.8%,1167-1063,52.3%,18-19,48.6%,67,80.1%,23.9%,5.9%,3.1%,57.6%,72.8%,52.2%,64.1%,37.7%,50.8%,1.05
vs Top 10,71,14,57,19.7%,49-120,29.0%,685-914,42.8%,13-20,39.4%,47,73.2%,15.6%,6.0%,3.7%,53.2%,71.2%,48.1%,60.4%,33.5%,47.1%,0.85
