Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2000,2,1,1,50.0%,2-2,50.0%,16-18,47.1%,0-0,-,2,70.6%,23.5%,4.1%,0.8%,48.8%,68.3%,50.8%,59.3%,40.8%,50.0%,1.00,R32 (Memphis)
1999,17,7,10,41.2%,21-24,46.7%,214-226,48.6%,4-3,57.1%,17,73.7%,23.0%,8.0%,4.7%,56.0%,70.6%,48.3%,60.8%,37.9%,49.5%,0.97,R16 (2x)
1998,26,11,15,42.3%,31-38,44.9%,316-335,48.5%,4-2,66.7%,25,74.7%,22.8%,6.4%,3.9%,57.3%,70.5%,47.4%,60.6%,37.9%,49.3%,0.96,QF (2x)
1997,38,18,20,47.4%,47-51,48.0%,473-485,49.4%,9-9,50.0%,38,79.0%,19.6%,6.0%,3.1%,57.6%,72.1%,51.4%,63.3%,36.1%,49.6%,0.98,F (Scottsdale)
1996,63,38,25,60.3%,87-68,56.1%,790-705,52.8%,14-13,51.9%,61,77.7%,27.6%,6.7%,3.2%,55.3%,71.6%,52.4%,63.0%,39.8%,51.2%,1.07,W (Rosmalen)
1995,45,22,23,48.9%,54-56,49.1%,540-536,50.2%,10-8,55.6%,45,76.9%,23.5%,6.8%,3.6%,53.7%,71.8%,52.7%,63.0%,38.0%,50.2%,1.03,SF (Stockholm)
1994,57,33,24,57.9%,85-60,58.6%,731-641,53.3%,12-5,70.6%,57,76.4%,29.5%,5.8%,2.9%,53.9%,71.3%,51.3%,62.1%,40.5%,51.0%,1.07,F (Oahu)
1993,64,38,26,59.4%,87-61,58.8%,770-653,54.1%,9-13,40.9%,62,77.6%,30.1%,5.6%,2.9%,54.6%,71.4%,51.9%,62.5%,40.9%,51.6%,1.09,W (Kuala Lumpur-1)
1992,38,18,20,47.4%,48-49,49.5%,460-473,49.3%,9-4,69.2%,38,75.6%,22.9%,5.3%,3.9%,56.3%,71.6%,48.5%,61.5%,38.1%,49.7%,0.99,SF (Lyon)
1991,50,32,18,64.0%,72-55,56.7%,649-608,51.6%,18-10,64.3%,48,75.0%,28.4%,4.3%,3.3%,59.4%,69.6%,49.7%,61.5%,40.2%,50.9%,1.04,W (Tampa)
1990,62,37,25,59.7%,78-59,56.9%,659-575,53.4%,9-9,50.0%,0,,,,,,,,,,,,F (Wellington)
1989,44,23,21,52.3%,52-48,52.0%,459-422,52.1%,8-6,57.1%,0,,,,,,,,,,,,SF (2x)
1988,33,14,19,42.4%,40-43,48.2%,368-380,49.2%,0-5,0.0%,0,,,,,,,,,,,,QF (2x)
1987,28,15,13,53.6%,33-23,58.9%,277-244,53.2%,6-10,37.5%,0,,,,,,,,,,,,QF (Indianapolis)
1986,5,2,3,40.0%,4-7,36.4%,47-50,48.5%,0-1,0.0%,0,,,,,,,,,,,,R16 (Houston)
Career,572,309,263,54.0%,741-644,53.5%,6769-6351,51.6%,112-98,53.3%,393,76.6%,26.1%,5.9%,3.3%,55.8%,71.2%,50.9%,62.2%,39.2%,50.6%,1.04,
