Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2000,573,29,,,,,,,,,135,441,,
1999,202,208,99,1725,91,1671,83,1695,54,1674,40,1410,,
1998,154,298,81,1762,74,1697,84,1712,37,1710,31,1680,,
1997,73,654,60,1810,66,1739,77,1726,25,1763,107,674,,
1996,32,1203,19,1936,22,1871,37,1840,13,1846,22,1869,,
1995,57,,29,1891,25,1851,64,1773,34,1762,28,1631,,
1994,34,,30,1900,22,1886,61,1769,36,1737,47,1059,,
1993,30,,35,1884,27,1869,66,1750,35,1742,12,1870,,
1992,95,,59,1835,59,1773,62,1756,48,1700,4,2895,,
1991,27,,28,1900,33,1822,44,1797,42,1720,41,1021,,
1990,23,,23,1913,22,1868,61,1726,16,1800,57,781,,
1989,80,,78,1770,47,1761,82,1686,35,1730,67,,,
1988,128,,89,1747,81,1691,75,1699,46,1699,207,,,
1987,79,,51,1815,49,1758,75,1706,37,1742,270,,,
1986,337,,,,,,,,,,566,,,
1985,794,,,,,,,,,,793,,,
1984,520,,,,,,,,,,,,,
