Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2022,15,7,8,46.7%,16-21,43.2%,170-198,46.2%,3-1,75.0%,15,69.4%,22.6%,3.6%,2.7%,61.7%,65.2%,48.9%,59.0%,38.3%,48.7%,0.93,R16 (4x)
2021,22,5,17,22.7%,17-39,30.4%,233-302,43.6%,1-5,16.7%,21,66.5%,20.8%,3.0%,5.5%,61.3%,65.4%,45.0%,57.5%,36.3%,47.0%,0.85,QF (Moscow)
2020,23,11,12,47.8%,29-30,49.2%,289-278,51.0%,4-2,66.7%,23,72.6%,28.6%,5.5%,3.9%,55.8%,70.1%,48.7%,60.6%,40.5%,50.5%,1.03,SF (Marseille)
2019,52,25,27,48.1%,63-63,50.0%,626-626,50.0%,9-13,40.9%,51,76.1%,24.2%,5.0%,3.4%,61.6%,69.2%,49.9%,61.8%,39.2%,50.3%,1.03,F (Queen's Club)
2018,60,35,25,58.3%,86-61,58.5%,777-683,53.2%,22-18,55.0%,59,78.2%,28.0%,5.6%,2.7%,60.9%,70.4%,50.8%,62.7%,40.7%,51.5%,1.09,W (2x)
2017,41,16,25,39.0%,46-61,43.0%,489-524,48.3%,5-10,33.3%,41,72.1%,24.8%,3.7%,3.4%,55.6%,67.9%,51.5%,60.6%,38.6%,49.6%,0.98,QF (2x)
2016,59,33,26,55.9%,85-72,54.1%,768-728,51.3%,13-11,54.2%,59,74.8%,27.6%,3.7%,3.0%,59.0%,67.1%,51.2%,60.5%,40.3%,50.6%,1.02,SF (2x)
2015,67,43,24,64.2%,107-73,59.4%,940-830,53.1%,13-17,43.3%,63,76.4%,30.5%,4.4%,2.9%,58.3%,68.7%,52.9%,62.1%,40.9%,51.5%,1.08,W (Marseille)
2014,52,28,24,53.8%,71-65,52.2%,696-639,52.1%,10-12,45.5%,51,78.3%,26.2%,6.8%,2.8%,55.8%,71.2%,51.0%,62.3%,39.3%,51.1%,1.04,F (Shanghai Masters)
2013,59,35,24,59.3%,83-70,54.2%,748-742,50.2%,14-10,58.3%,57,73.9%,27.2%,4.9%,3.0%,57.5%,68.0%,49.9%,60.3%,39.9%,50.2%,1.01,W (Metz)
2012,71,45,26,63.4%,103-73,58.5%,898-810,52.6%,11-13,45.8%,68,76.8%,28.5%,5.3%,2.5%,57.2%,69.1%,52.5%,62.0%,40.8%,51.2%,1.07,W (Bucharest)
2011,66,39,27,59.1%,105-76,58.0%,923-816,53.1%,12-16,42.9%,63,77.8%,28.3%,5.6%,3.0%,56.3%,70.2%,51.4%,62.0%,40.5%,51.2%,1.07,W (2x)
2010,42,24,18,57.1%,52-52,50.0%,513-503,50.5%,9-8,52.9%,38,80.3%,20.8%,8.1%,3.3%,55.8%,74.9%,51.8%,64.7%,37.0%,50.7%,1.05,W (Metz)
2009,74,45,29,60.8%,113-80,58.5%,1010-878,53.5%,16-15,51.6%,69,82.7%,25.6%,7.6%,2.6%,54.5%,74.7%,54.1%,65.3%,39.1%,52.1%,1.13,W (Bangkok)
2008,78,52,26,66.7%,119-79,60.1%,1016-908,52.8%,17-8,68.0%,77,79.5%,25.2%,5.4%,2.6%,57.3%,69.8%,54.1%,63.1%,39.5%,51.2%,1.07,W (3x)
2007,62,35,27,56.5%,78-74,51.3%,729-715,50.5%,10-10,50.0%,62,71.9%,28.5%,4.8%,2.3%,57.0%,66.5%,49.8%,59.3%,40.3%,50.1%,0.99,W (2x)
2006,48,24,24,50.0%,55-65,45.8%,555-588,48.6%,5-9,35.7%,48,70.3%,26.4%,5.2%,2.0%,54.7%,66.9%,50.5%,59.5%,39.6%,49.5%,0.98,F (Valencia)
2005,12,6,6,50.0%,14-19,42.4%,149-161,48.1%,0-4,0.0%,12,70.6%,26.8%,4.2%,2.1%,55.0%,65.7%,51.1%,59.1%,39.3%,49.1%,0.96,QF (Casablanca)
2004,1,0,1,0.0%,1-2,33.3%,14-15,48.3%,0-1,0.0%,1,71.4%,28.6%,5.6%,1.1%,69.7%,64.5%,55.6%,61.8%,38.0%,50.6%,0.99,R32 (Metz)
Career,904,508,396,56.2%,1243-1075,53.6%,11543-10944,51.3%,174-183,48.7%,878,76.1%,26.6%,5.3%,2.9%,57.4%,69.3%,51.4%,61.7%,39.7%,50.7%,1.04,
