Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,17,Hard,47,30,17,63.8%,21,9,12,42.9%,2005,2022,QF,41,1.04,5.1%,3.4%,59.7%,70.1%,50.3%,62.1%,39.5%,63.8%,45.4%
Roland Garros,18,Clay,41,23,18,56.1%,15,7,8,46.7%,2004,2022,R16,40,1.02,4.4%,2.8%,57.0%,65.9%,50.6%,59.3%,41.4%,56.0%,47.1%
Wimbledon,17,Grass,42,25,17,59.5%,23,12,11,52.2%,2005,2022,QF,38,1.04,5.5%,2.2%,59.7%,72.2%,52.1%,64.1%,37.4%,64.2%,43.8%
US Open,17,Hard,38,21,17,55.3%,15,7,8,46.7%,2004,2022,R16,36,1.06,5.7%,2.8%,58.7%,67.3%,53.9%,61.8%,40.4%,61.2%,42.9%
Olympics,4,,10,6,4,60.0%,3,2,1,66.7%,2008,2021,R16,9,1.19,6.5%,3.4%,58.2%,74.2%,51.3%,64.6%,42.2%,48.7%,35.7%
Davis Cup,8,,18,8,10,44.4%,14,4,10,28.6%,2009,2017,,2,1.27,3.2%,5.4%,64.3%,67.2%,53.0%,62.2%,48.0%,73.7%,50.0%
Paris Masters,17,Hard,32,15,17,46.9%,5,4,1,80.0%,2006,2022,SF,31,0.93,5.5%,2.6%,57.4%,68.5%,50.3%,60.8%,36.4%,55.0%,40.8%
Marseille,15,Hard,42,29,13,69.0%,15,10,5,66.7%,2005,2022,W,42,1.10,8.1%,2.5%,56.5%,73.5%,53.3%,64.7%,38.9%,60.5%,43.4%
Miami Masters,15,Hard,31,16,15,51.6%,10,6,4,60.0%,2006,2022,QF,31,1.02,4.5%,3.8%,53.3%,67.5%,52.4%,60.4%,40.4%,58.9%,43.5%
Metz,13,Hard,32,22,10,68.8%,14,6,8,42.9%,2004,2022,W,32,1.19,7.5%,1.9%,59.9%,75.0%,54.1%,66.6%,39.6%,62.7%,43.0%
Monte Carlo Masters,13,Clay,28,15,13,53.6%,4,2,2,50.0%,2006,2019,SF,27,1.01,2.9%,2.8%,54.5%,64.0%,48.1%,56.8%,43.6%,58.5%,50.3%
Indian Wells Masters,12,Hard,26,14,12,53.8%,10,4,6,40.0%,2007,2019,QF,26,1.00,3.8%,4.1%,58.2%,66.3%,51.9%,60.3%,39.8%,58.8%,38.2%
Cincinnati Masters,12,Hard,23,11,12,47.8%,11,3,8,27.3%,2005,2020,QF,23,0.98,6.8%,3.3%,55.4%,71.7%,54.8%,64.2%,35.3%,63.4%,41.1%
Shanghai Masters,11,Hard,28,17,11,60.7%,11,6,5,54.5%,2009,2019,F,28,1.07,6.1%,2.6%,59.3%,69.8%,52.6%,62.8%,39.9%,64.3%,45.6%
Rotterdam,11,Hard,26,15,11,57.7%,15,8,7,53.3%,2006,2020,SF,26,1.05,6.3%,1.5%,55.8%,71.8%,51.4%,62.8%,39.2%,55.9%,34.0%
Rome Masters,11,Clay,22,11,11,50.0%,8,4,4,50.0%,2007,2020,R16,22,0.95,3.8%,2.3%,56.1%,64.3%,49.1%,57.6%,40.3%,53.0%,52.3%
Montpellier,11,Hard,21,10,11,47.6%,14,8,6,57.1%,2010,2022,SF,21,1.00,7.4%,2.5%,57.5%,69.9%,48.6%,60.9%,39.0%,55.4%,36.5%
Canada Masters,10,Hard,18,8,10,44.4%,2,1,1,50.0%,2006,2019,SF,18,0.97,3.6%,3.0%,53.0%,68.6%,50.6%,60.1%,38.6%,58.7%,38.8%
Stuttgart,10,Grass,17,7,10,41.2%,7,2,5,28.6%,2005,2021,QF,17,0.97,5.4%,3.4%,57.0%,68.8%,50.5%,61.0%,37.9%,60.9%,41.4%
