Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2020 US Open R64,L vs Fritz,95.2,105.2,8.2,108.4,101.6,119,88,79.9,3.0,80.2,79.3,85,74
2019 Roland Garros R64,L vs Caruso,94.8,107.8,7.6,,,123,93,77.8,5.1,,,87,68
2019 Roland Garros R128,W vs Stakhovsky,97.4,107.6,8.9,,,120,82,81.1,5.2,,,90,68
2018 US Open R64,L vs Raonic,94.2,97.6,7.8,101.6,92.8,120,78,79.8,6.4,81.8,79.8,90,67
2018 Wimbledon R16,L vs Del Potro,98.6,108.4,8.3,112.3,105.5,124,86,84.4,4.7,87.2,83.5,95,72
2018 Wimbledon R32,W vs Ebden,99.5,106.9,8.4,113.2,103.4,128,90,84.1,4.5,89.0,83.5,95,75
2017 US Open R128,L vs Querrey,94.4,106.6,9.1,110.7,100.1,124,86,81.1,7.9,83.0,83.0,95,63
2017 Wimbledon R64,L vs Thiem,103.5,112.3,7.3,114.5,109.3,127,89,87.6,5.5,91.5,88.1,104,78
2017 Roland Garros R128,L vs Basilashvili,97.0,110.0,9.2,,,124,85,86.2,6.3,,,95,71
2017 Australian Open R32,L vs Raonic,98.0,101.9,7.5,107.8,97.6,122,87,84.0,6.2,86.7,85.5,94,72
2016 Wimbledon R64,L vs Dimitrov,97.8,109.1,7.8,114.3,104.6,123,94,83.8,4.1,87.4,81.3,93,76
2016 Wimbledon R128,W vs Tipsarevic,99.3,108.9,7.0,111.9,105.9,122,92,84.6,4.6,87.3,84.8,98,70
2016 Roland Garros R32,L vs Troicki,86.8,89.2,5.0,91.5,89.3,100,79,79.7,4.4,81.7,75.0,87,72
2016 Roland Garros R64,W vs Pella,95.5,103.4,9.1,,,122,74,83.5,4.5,,,100,75
2016 Roland Garros R128,W vs Dutra Silva,94.8,105.1,9.1,111.3,100.0,124,83,84.2,4.4,87.7,86.3,94,74
2016 Australian Open R16,L vs Djokovic,92.6,98.0,8.1,,,121,80,81.7,4.3,,,93,74
2016 Australian Open R32,W vs Delbonis,97.1,103.3,7.6,,,118,92,82.0,4.5,,,96,75
2016 Australian Open R64,W vs Donskoy,95.4,102.4,9.3,,,120,78,82.8,4.9,,,92,72
2016 Australian Open R128,W vs Pospisil,92.9,97.8,7.0,,,115,77,81.8,4.8,,,90,70
2015 US Open R128,L vs Young,98.4,108.0,10.6,,,127,87,84.4,5.0,,,95,72
Career (70 matches),,97.4,107.6,8.2,109.7,101.3,141,62,84.1,5.2,86.2,83.3,123,63
