Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2022 Paris R16,L vs Auger Aliassime,0.0%,-,6.5%,57.1%,6.6%,8.7%,50.0%,3.9%,30.8%,0.0%,-,-90,-84
2022 Paris R32,W vs Fritz,0.0%,-,7.6%,70.6%,4.7%,12.0%,33.3%,5.0%,21.1%,0.2%,0.0%,-138,-122
2022 Paris R64,W vs Murray,1.1%,100.0%,15.1%,71.4%,7.5%,24.1%,14.3%,5.9%,15.9%,0.2%,100.0%,-118,-111
2022 Brest CH R32,W vs Lokoli,0.0%,-,9.4%,66.7%,5.6%,13.0%,0.0%,6.8%,30.0%,0.0%,-,-145,-110
2022 Metz R32,W vs Goffin,0.0%,-,7.0%,87.5%,9.7%,6.7%,0.0%,4.5%,10.0%,0.3%,100.0%,-126,-93
2022 Rennes CH R32,L vs Thiem,4.0%,100.0%,13.5%,63.6%,5.4%,10.0%,0.0%,4.6%,16.0%,0.0%,-,-101,-82
2022 s Hertogenbosch R16,L vs Medvedev,0.0%,-,5.2%,87.5%,6.4%,18.2%,25.0%,6.0%,13.0%,0.0%,-,-112,-98
2022 Roland Garros R32,L vs Cilic,0.0%,-,7.9%,45.5%,4.2%,4.8%,0.0%,3.9%,21.1%,0.7%,50.0%,-93,-107
2022 Roland Garros R64,W vs Johnson,4.1%,75.0%,13.4%,75.0%,4.5%,7.3%,7.1%,10.3%,36.7%,0.3%,0.0%,-81,-55
2022 Roland Garros R128,W vs Carreno Busta,2.9%,75.0%,12.5%,77.8%,8.8%,16.0%,10.0%,3.0%,17.6%,0.1%,0.0%,-106,-104
2021 Moscow QF,L vs Karatsev,0.0%,-,1.8%,50.0%,1.6%,0.0%,0.0%,1.3%,11.1%,0.0%,-,-117,-137
2021 Moscow R16,W vs Mcdonald,0.0%,-,8.3%,66.7%,9.6%,13.3%,0.0%,4.1%,16.7%,0.0%,-,-142,-134
2021 Roland Garros R128,L vs Fucsovics,0.0%,-,9.5%,57.1%,4.9%,7.7%,0.0%,3.0%,11.6%,0.0%,-,-153,-149
2020 Paris R64,L vs Paul,1.1%,0.0%,9.3%,53.3%,5.9%,17.6%,0.0%,2.4%,7.7%,0.3%,0.0%,-147,-118
2020 Marseille QF,W vs Medvedev,0.0%,-,6.7%,100.0%,7.0%,33.3%,0.0%,3.2%,40.0%,0.0%,-,-161,-123
2020 Rotterdam R16,L vs Monfils,2.1%,0.0%,13.9%,46.7%,2.9%,2.5%,0.0%,1.0%,3.7%,0.0%,-,-172,-167
2020 ATP Cup RR,W vs Harris,0.0%,-,6.0%,80.0%,7.1%,11.4%,0.0%,3.2%,10.0%,0.0%,-,-128,-110
2019 Tokyo R32,W vs Andujar,0.0%,-,8.6%,85.7%,3.7%,0.0%,0.0%,5.4%,26.7%,0.4%,100.0%,-117,-125
2019 Washington R32,L vs Kyrgios,0.0%,-,5.6%,75.0%,12.3%,5.6%,0.0%,9.1%,25.0%,0.0%,-,-78,-116
2019 Queens Club F,L vs Lopez,3.8%,75.0%,13.1%,62.1%,7.3%,25.0%,3.8%,9.1%,17.9%,0.2%,0.0%,-99,-105
Career (79 matches),,1.1%,68.2%,9.8%,66.2%,8.0%,13.6%,5.9%,5.6%,18.2%,0.1%,28.6%,-104,-94
