Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
11-Jan-1988,Australian Open,Hard,F,3,1,(1) Steffi Graf [GER] d. (3) Evert,6-1 7-6(3),,,,,,,,
26-May-1986,Roland Garros,Clay,F,2,1,(2) Evert d. (1) Martina Navratilova [USA],2-6 6-3 6-3,,,,,,,,
25-Nov-1985,Australian Open,Grass,F,2,1,(2) Martina Navratilova [USA] d. (1) Evert,6-2 4-6 6-2,,,,,,,,
24-Jun-1985,Wimbledon,Grass,F,1,2,(1) Martina Navratilova [USA] d. (1) Evert,4-6 6-3 6-2,,,,,,,,
27-May-1985,Roland Garros,Clay,F,2,1,(2) Evert d. (1) Martina Navratilova [USA],6-3 6-7(4) 7-5,,,,,,,,
26-Nov-1984,Australian Open,Grass,F,2,10,(2) Evert d. (9) Helena Sukova [CZE],6-7(4) 6-1 6-3,,,,,,,,
28-Aug-1984,US Open,Hard,F,2,1,(1) Martina Navratilova [USA] d. (2) Evert,4-6 6-4 6-4,,,,,,,,
25-Jun-1984,Wimbledon,Grass,F,2,1,(1) Martina Navratilova [USA] d. (2) Evert,7-6 6-2,,,,,,,,
28-May-1984,Roland Garros,Clay,F,2,1,(1) Martina Navratilova [USA] d. (2) Evert,6-3 6-1,,,,,,,,
30-Aug-1983,US Open,Hard,F,,,(1) Martina Navratilova [USA] d. (2) Evert,6-1 6-3,,,,,,,,
23-May-1983,Roland Garros,Clay,F,,,(2) Evert d. Mima Jausovec [SLO],6-1 6-2,,,,,,,,
29-Nov-1982,Australian Open,Grass,F,,,(2) Evert d. (1) Martina Navratilova [USA],6-3 2-6 6-3,,,,,,,,
31-Aug-1982,US Open,Hard,F,,,(2) Evert d. (5) Hana Mandlikova [AUS],6-3 6-1,,,,,,,,
21-Jun-1982,Wimbledon,Grass,F,,,(1) Martina Navratilova [USA] d. (2) Evert,6-1 3-6 6-2,,,,,,,,
30-Nov-1981,Australian Open,Grass,F,,,(3) Martina Navratilova [USA] d. (1) Evert,6-7(4) 6-4 7-5,,,,,,,,
22-Jun-1981,Wimbledon,Grass,F,,,(1) Evert d. (2) Hana Mandlikova [AUS],6-2 6-2,,,,,,,,
26-Aug-1980,US Open,Hard,F,,,(3) Evert d. (9) Hana Mandlikova [AUS],5-7 6-1 6-1,,,,,,,,
23-Jun-1980,Wimbledon,Grass,F,,,(4) Evonne Goolagong [AUS] d. (3) Evert,6-1 7-6,,,,,,,,
26-May-1980,Roland Garros,Clay,F,,,(1) Evert d. (8) Virginia Ruzici [ROU],6-0 6-3,,,,,,,,
28-Aug-1979,US Open,Hard,F,,,(3) Tracy Austin [USA] d. (1) Evert,6-4 6-3,,,,,,,,
