Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
1989 Wimbledon SF,L vs Graf,0.89,0.59,38.8,2.0,0.0%,43.3%,4.0%,52.0%,39.3%,29.6%
1989 Key Biscayne F,L vs Sabatini,1.06,0.76,52.6,2.0,2.6%,42.1%,0.0%,50.0%,40.5%,36.8%
1988 Roland Garros R32,L vs Sanchez Vicario,1.00,0.91,51.8,2.0,0.0%,40.8%,0.0%,40.0%,58.1%,50.0%
1988 Houston F,W vs Navratilova,0.93,1.42,57.2,2.0,0.0%,73.3%,0.0%,51.7%,66.7%,46.2%
1988 Key Biscayne F,L vs Graf,1.07,0.73,58.9,2.2,0.0%,42.9%,2.6%,61.5%,33.3%,32.1%
1988 Australian Open F,L vs Graf,0.87,0.65,46.3,2.2,0.0%,53.6%,0.0%,52.2%,25.0%,45.2%
1988 Australian Open QF,W vs Porwik,1.22,2.18,36.6,2.4,0.0%,77.3%,0.0%,65.0%,43.5%,59.1%
1987 Fed Cup RR,L vs Graf,0.94,0.39,33.3,2.0,0.0%,52.0%,0.0%,43.5%,22.7%,20.0%
1987 Wimbledon SF,L vs Navratilova,1.05,0.82,68.4,2.4,0.0%,48.1%,0.0%,68.6%,33.3%,32.6%
1987 Roland Garros SF,L vs Navratilova,0.89,0.60,31.1,2.0,0.0%,35.5%,0.0%,33.3%,14.8%,76.0%
1987 Key Biscayne F,L vs Graf,0.87,0.54,36.7,2.0,0.0%,34.8%,0.0%,30.0%,39.1%,45.0%
1986 Wimbledon SF,L vs Mandlikova,1.04,0.80,64.5,3.0,0.0%,57.1%,0.0%,46.3%,34.1%,40.5%
1986 Roland Garros F,W vs Navratilova,1.25,1.23,59.9,4.7,2.2%,51.1%,0.0%,61.0%,36.6%,51.4%
1986 Hilton Head F,L vs Graf,0.94,0.79,55.1,2.7,0.0%,45.5%,3.2%,41.9%,47.2%,47.1%
1986 Boca Raton F,W vs Graf,1.11,1.45,49.9,3.0,0.0%,55.6%,0.0%,64.0%,59.4%,45.2%
1985 Australian Open F,L vs Navratilova,1.01,0.82,56.7,2.2,0.0%,53.2%,0.0%,50.0%,51.1%,26.7%
1985 Australian Open SF,W vs Kohde Kilsch,1.03,1.44,59.7,2.0,0.0%,72.7%,0.0%,55.6%,40.9%,57.1%
1985 Wimbledon SF,W vs Rinaldi Stunkel,0.97,1.78,41.8,2.4,0.0%,65.4%,8.7%,73.9%,62.1%,50.0%
1985 Roland Garros F,W vs Navratilova,1.06,1.14,87.4,4.3,0.0%,44.8%,1.6%,61.3%,49.1%,52.8%
1985 Roland Garros SF,W vs Sabatini,1.34,1.85,37.3,2.2,0.0%,73.1%,0.0%,56.5%,50.0%,45.8%
1989 (2 matches),,0.99,0.69,46.8,2.0,1.5%,42.6%,1.7%,50.8%,40.0%,33.8%
1988 (5 matches),,1.01,1.00,51.2,2.2,0.0%,53.8%,0.6%,52.6%,45.8%,46.2%
1987 (4 matches),,0.96,0.63,47.7,2.1,0.0%,43.6%,0.0%,49.6%,28.3%,42.6%
1986 (4 matches),,1.09,1.03,58.1,3.2,0.7%,52.4%,0.7%,52.9%,43.3%,46.0%
1985 (6 matches),,1.05,1.24,59.9,2.4,0.0%,58.8%,1.8%,59.4%,49.4%,47.2%
Career (59 matches),,1.02,1.07,56.1,2.6,0.1%,55.4%,0.4%,55.9%,45.3%,47.7%
