Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,396,358,38,90.4%,718-106,87.1%,4700-2135,68.8%,26-13,66.7%,0,,,,,,,,,,,
Clay,468,441,27,94.2%,869-88,90.8%,5528-2077,72.7%,25-12,67.6%,0,,,,,,,,,,,
Grass,244,211,33,86.5%,427-96,81.6%,2916-1551,65.3%,14-13,51.9%,0,,,,,,,,,,,
Carpet,368,307,61,83.4%,604-156,79.5%,4155-2288,64.5%,24-13,64.9%,0,,,,,,,,,,,
Grand Slams,337,299,38,88.7%,604-116,83.9%,4039-1939,67.6%,15-14,51.7%,0,,,,,,,,,,,
Premiers,7,6,1,85.7%,12-3,80.0%,82-49,62.6%,0-0,-,0,,,,,,,,,,,
Finals,240,165,75,68.8%,338-176,65.8%,2580-1914,57.4%,18-17,51.4%,0,,,,,,,,,,,
Semi-finals,277,231,46,83.4%,462-106,81.3%,3154-1717,64.8%,26-14,65.0%,0,,,,,,,,,,,
Quarter-finals,261,250,11,95.8%,487-62,88.7%,3173-1396,69.4%,22-8,73.3%,0,,,,,,,,,,,
vs Righties,933,840,93,90.0%,1655-278,85.6%,10951-5204,67.8%,68-38,64.2%,0,,,,,,,,,,,
vs Lefties,149,100,49,67.1%,210-119,63.8%,1637-1259,56.5%,9-9,50.0%,0,,,,,,,,,,,
vs Top 10,104,64,40,61.5%,133-91,59.4%,1085-933,53.8%,6-10,37.5%,0,,,,,,,,,,,
