Date,Tournament,Surface,Rd,,Score
19-Oct-1970,Delray Beach,Clay,F,Evert / Laurie Fleming [USA] d. Bunny Smith / Margaret Cooper [USA],7-5 6-2
20-Jan-1969,Fort Lauderdale,Clay,F,Stephanie Defina / Mary Ann Eisel [USA] d. Evert / Epstein [GBR],6-1 6-3
