Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
1989 Wimbledon SF,L vs Graf,65.5%,47.2%,5.5%,1/2,2.86,68.4%,55.6%,40.0%,5.6%,2.72,72.4%,94.1%,56.3%,5.9%,3.32,55.6%
1989 Houston F,L vs Seles,86.8%,43.9%,5.3%,1/3,2.28,0.0%,87.3%,47.3%,1.6%,2.11,0.0%,100.0%,27.3%,27.3%,2.53,0.0%
1989 Key Biscayne F,L vs Sabatini,85.0%,44.1%,0.0%,0/0,2.22,16.9%,76.5%,53.8%,0.0%,2.22,21.3%,93.3%,38.1%,0.0%,2.23,5.6%
1989 Boca Raton F,L vs Graf,70.8%,46.0%,2.2%,1/1,2.56,79.0%,64.3%,36.1%,1.8%,2.58,92.5%,93.1%,59.3%,3.4%,2.51,54.5%
1988 Wimbledon SF,L vs Navratilova,56.1%,47.8%,6.1%,3/2,2.57,57.9%,58.3%,42.9%,2.1%,2.60,63.0%,85.7%,55.6%,19.0%,2.39,28.6%
1988 Roland Garros R32,L vs Sanchez Vicario,87.7%,60.6%,0.0%,0/0,2.06,1.2%,88.1%,61.0%,0.0%,2.03,1.4%,100.0%,58.3%,0.0%,2.26,0.0%
1988 Houston F,W vs Navratilova,75.5%,60.0%,0.0%,0/0,2.51,50.0%,81.5%,54.5%,0.0%,2.50,61.1%,94.7%,66.7%,0.0%,2.51,21.4%
1988 Tampa F,W vs Sanchez Vicario,90.7%,51.5%,0.0%,0/0,2.21,9.4%,90.7%,51.0%,0.0%,2.22,13.5%,95.0%,52.6%,0.0%,2.17,0.0%
1988 Key Biscayne F,L vs Graf,74.1%,44.2%,8.6%,5/0,2.78,52.8%,71.8%,39.3%,5.1%,2.79,68.5%,78.9%,53.3%,15.8%,2.76,5.6%
1988 Australian Open F,L vs Graf,77.8%,38.8%,1.6%,1/0,1.99,69.0%,76.5%,42.3%,2.9%,1.97,74.3%,88.5%,34.8%,0.0%,2.10,42.9%
1988 Australian Open SF,W vs Navratilova,69.9%,64.7%,5.5%,4/0,2.67,56.5%,63.4%,73.1%,0.0%,2.58,64.7%,92.6%,56.0%,14.8%,3.08,18.2%
1988 Australian Open QF,W vs Porwik,75.6%,58.8%,2.2%,1/0,2.59,31.3%,70.0%,64.3%,0.0%,2.47,31.0%,90.9%,55.0%,4.5%,3.70,33.3%
1987 Los Angeles F,L vs Graf,76.3%,55.6%,3.4%,2/0,2.80,68.9%,76.5%,46.2%,0.0%,2.76,80.6%,95.0%,68.4%,10.0%,2.94,22.2%
1987 Federation Cup F RR,L vs Graf,57.1%,25.0%,7.1%,2/1,2.62,43.2%,59.3%,25.0%,3.7%,2.24,73.7%,66.7%,25.0%,16.7%,3.02,11.1%
1987 Wimbledon SF,L vs Navratilova,70.3%,43.8%,2.2%,1/1,1.90,54.5%,64.3%,31.1%,2.9%,1.89,62.5%,100.0%,73.7%,0.0%,1.93,21.1%
1987 Roland Garros SF,L vs Navratilova,73.1%,52.6%,1.9%,1/0,2.41,51.9%,66.7%,44.4%,0.0%,2.48,57.1%,90.9%,60.0%,4.5%,1.74,0.0%
1987 Key Biscayne F,L vs Graf,79.1%,50.0%,4.7%,2/0,2.82,52.9%,77.4%,62.5%,0.0%,2.62,69.6%,90.9%,20.0%,18.2%,3.24,18.2%
1986 US Open SF,L vs Sukova,64.3%,55.6%,2.9%,2/0,2.72,35.9%,62.2%,43.5%,0.0%,2.45,32.1%,91.7%,68.2%,8.3%,3.39,45.5%
1986 Wimbledon SF,L vs Mandlikova,67.9%,52.8%,11.5%,5/4,2.46,61.8%,63.5%,51.5%,11.5%,2.55,61.4%,80.0%,55.0%,12.0%,2.01,63.6%
1986 Roland Garros F,W vs Navratilova,79.5%,54.8%,2.6%,2/0,1.96,22.9%,70.5%,61.3%,0.0%,1.89,27.1%,93.9%,48.4%,6.1%,2.37,0.0%
Career (73 matches),,77.5%,53.8%,3.7%,56.3%,2.46,60.8%,75.2%,52.0%,2.6%,2.43,65.1%,92.5%,56.2%,6.2%,2.55,45.6%
