Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
1989,10,79,5,2188,5,2079,4,2148,3,2068,,
1988,3,161,4,2317,4,2188,3,2228,4,2127,,
1987,3,165,3,2323,3,2171,3,2229,4,2127,,
1986,2,231,2,2417,2,2276,2,2311,2,2218,,
1985,2,,2,2399,2,2251,2,2291,2,2206,,
1984,2,,2,2343,2,2207,2,2286,2,2147,,
1983,,,2,2408,2,2253,2,2324,2,2206,,
1982,,,2,2442,1,2271,1,2309,2,2235,,
1981,,,1,2393,1,2200,1,2276,1,2188,,
1980,,,2,2321,2,2146,2,2202,2,2106,,
1979,,,2,2303,2,2134,1,2203,1,2106,,
1978,,,1,2314,1,2144,1,2239,1,2078,,
1977,,,1,2306,1,2186,1,2232,1,2089,,
1976,,,1,2364,1,2187,1,2308,1,2217,,
1975,,,1,2460,1,2278,1,2396,1,2239,,
1974,,,1,2387,1,2211,1,2328,1,2211,,
1973,,,2,2328,1,2131,1,2247,3,2143,,
1972,,,3,2313,3,2050,1,2211,3,2125,,
1971,,,4,2160,11,1835,4,2074,7,1964,,
1970,,,15,1939,,,14,1917,47,1613,,
