Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,6,Hard,34,30,4,88.2%,7,3,4,42.9%,1973,1988,W,0,,,,,,,,,,
Roland Garros,13,Clay,78,72,6,92.3%,5,1,4,20.0%,1973,1988,W,0,,,,,,,,,,
Wimbledon,18,Grass,111,96,15,86.5%,9,4,5,44.4%,1972,1989,W,0,,,,,,,,,,
US Open,19,Hard,114,101,13,88.6%,8,7,1,87.5%,1988,1989,W,0,,,,,,,,,,
Olympics,1,,2,1,1,50.0%,0,0,0,-,1988,1988,R16,0,,,,,,,,,,
Wightman Cup,13,Hard,26,26,0,100.0%,2,2,0,100.0%,1971,1985,W,0,,,,,,,,,,
Fed Cup,9,,42,40,2,95.2%,1,1,0,100.0%,1977,1989,,0,,,,,,,,,,
Hilton Head,10,Clay,44,41,3,93.2%,2,1,1,50.0%,1974,1987,W,0,,,,,,,,,,
Dallas,8,Carpet,38,32,6,84.2%,6,4,2,66.7%,1972,1987,W,0,,,,,,,,,,
Virginia Slims Championships,8,Carpet,26,20,6,76.9%,0,0,0,-,1975,1988,W,0,,,,,,,,,,
Houston,7,Clay,34,32,2,94.1%,7,6,1,85.7%,1974,1989,W,0,,,,,,,,,,
Toronto,7,Hard,30,26,4,86.7%,2,1,1,50.0%,1974,1989,W,0,,,,,,,,,,
Eastbourne,7,Grass,28,24,4,85.7%,2,2,0,100.0%,1989,1989,W,0,,,,,,,,,,
