Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,7,Hard,20,13,7,65.0%,1,1,0,100.0%,1997,2003,QF,0,,,,,,,,,,
Roland Garros,5,Clay,14,9,5,64.3%,3,2,1,66.7%,1997,2002,R16,0,,,,,,,,,,
Wimbledon,4,Grass,13,9,4,69.2%,3,3,0,100.0%,1997,2002,SF,0,,,,,,,,,,
US Open,5,Hard,17,12,5,70.6%,5,3,2,60.0%,1996,2002,R16,0,,,,,,,,,,
Fed Cup,3,,7,2,5,28.6%,2,1,1,50.0%,1996,2000,,0,,,,,,,,,,
Sydney,6,Hard,13,7,6,53.8%,2,2,0,100.0%,1998,2003,SF,0,,,,,,,,,,
Tokyo,5,Carpet,16,11,5,68.8%,6,6,0,100.0%,1998,2002,SF,0,,,,,,,,,,
Indian Wells,5,Hard,9,4,5,44.4%,3,1,2,33.3%,1997,2002,R16,0,,,,,,,,,,
Rome,4,Clay,12,8,4,66.7%,1,0,1,0.0%,1997,2002,QF,0,,,,,,,,,,
San Diego,4,Hard,12,8,4,66.7%,5,3,2,60.0%,1999,2002,SF,0,,,,,,,,,,
Amelia Island,4,Clay,12,8,4,66.7%,1,1,0,100.0%,1998,2002,SF,0,,,,,,,,,,
