Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2000 WTA Tour Championships SF,L vs Hingis,40% (4/10),75% (3/4),1/5,70% (7/10),29% (2/7),0/3,0/1,1/1,0/0,0/0
1999 Leipzig R16,W vs Testud,56% (5/9),80% (4/5),1/1,22% (2/9),50% (1/2),3/4,2/2,0/0,1/1,0/0
1999 Hilton Head F,L vs Hingis,40% (4/10),50% (2/4),0/3,56% (5/9),20% (1/5),0/2,0/0,1/2,0/0,1/1
1998 Key Biscayne F,L vs Williams,46% (6/13),67% (4/6),0/4,58% (7/12),29% (2/7),2/4,1/1,2/3,0/0,1/1
1998 Key Biscayne QF,W vs Davenport,62% (8/13),63% (5/8),0/3,46% (6/13),33% (2/6),3/5,2/2,0/1,1/1,0/0
1997 Wimbledon SF,L vs Hingis,56% (5/9),80% (4/5),3/7,88% (7/8),0% (0/7),1/4,0/0,0/0,0/0,0/0
2000 (1 matches),,40.0%,75.0%,20.0%,70.0%,28.6%,0.0%,0.0%,100.0%,-,-
1999 (2 matches),,47.4%,66.7%,25.0%,38.9%,28.6%,50.0%,100.0%,50.0%,100.0%,100.0%
1998 (2 matches),,53.8%,64.3%,0.0%,52.0%,30.8%,55.6%,100.0%,50.0%,100.0%,100.0%
1997 (1 matches),,55.6%,80.0%,42.9%,87.5%,0.0%,25.0%,-,-,-,-
Career (6 matches),,50.0%,68.8%,21.7%,55.7%,23.5%,40.9%,83.3%,57.1%,100.0%,100.0%
