Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2003,6,1,5,16.7%,4-9,30.8%,47-63,42.7%,0-0,-,0,,,,,,,,,,,,R32 (2x)
2002,53,28,25,52.8%,64-54,54.2%,562-546,50.7%,7-7,50.0%,0,,,,,,,,,,,,F (Shanghai)
2001,20,10,10,50.0%,27-22,55.1%,225-232,49.2%,5-2,71.4%,0,,,,,,,,,,,,SF (Tokyo)
2000,76,47,29,61.8%,105-67,61.0%,859-712,54.7%,7-7,50.0%,0,,,,,,,,,,,,F (Moscow)
1999,54,35,19,64.8%,66-41,61.7%,520-444,53.9%,10-9,52.6%,0,,,,,,,,,,,,F (Hilton Head)
1998,60,40,20,66.7%,83-46,64.3%,631-495,56.0%,6-3,66.7%,0,,,,,,,,,,,,F (Key Biscayne)
1997,29,18,11,62.1%,37-29,56.1%,290-263,52.4%,3-1,75.0%,0,,,,,,,,,,,,SF (Wimbledon)
1996,12,6,6,50.0%,12-13,48.0%,110-106,50.9%,2-1,66.7%,0,,,,,,,,,,,,R16 (3x)
1995,2,1,1,50.0%,2-3,40.0%,24-26,48.0%,0-0,-,0,,,,,,,,,,,,R16 (Moscow)
Career,312,186,126,59.6%,400-284,58.5%,3268-2887,53.1%,40-30,57.1%,0,,,,,,,,,,,,
