Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
10,Mitchell Krueger [USA],5,5,50.0%,1,1,0,100.0%,2017,2025,9,0.99,2.5%,6.2%,65.1%,64.8%,46.2%,58.3%,41.2%,56.5%,41.4%
10,J J Wolf [USA],5,5,50.0%,3,0,3,0.0%,2016,2025,9,0.97,4.4%,4.2%,62.7%,62.4%,50.5%,57.9%,40.7%,56.1%,44.4%
9,Tennys Sandgren [USA],6,3,66.7%,2,1,1,50.0%,2016,2024,7,1.01,3.1%,4.6%,63.7%,67.6%,51.7%,61.9%,38.5%,63.6%,41.9%
8,Steve Johnson [USA],5,3,62.5%,0,0,0,-,2016,2022,8,1.01,5.6%,8.7%,61.0%,65.2%,47.5%,58.3%,42.1%,59.0%,49.1%
7,Darian King [BAR],1,6,14.3%,2,0,2,0.0%,2014,2017,2,0.77,2.5%,1.7%,62.8%,50.0%,46.7%,48.8%,39.3%,47.1%,23.1%
6,Denis Kudla [USA],4,2,66.7%,1,0,1,0.0%,2016,2024,6,1.12,5.9%,3.7%,67.9%,69.3%,48.6%,62.6%,41.7%,73.5%,38.5%
6,Donald Young [USA],2,4,33.3%,1,0,1,0.0%,2016,2021,6,0.90,3.0%,7.0%,62.1%,64.9%,44.4%,57.1%,38.6%,51.0%,34.7%
5,Michael Mmoh [USA],0,5,0.0%,0,0,0,-,2016,2026,4,0.72,1.8%,5.5%,51.4%,54.5%,38.7%,46.8%,38.5%,47.4%,28.6%
5,Ramkumar Ramanathan [IND],2,3,40.0%,1,0,1,0.0%,2017,2025,5,0.93,2.8%,4.4%,67.0%,63.4%,39.0%,55.3%,41.5%,55.0%,45.7%
5,Ernesto Escobedo [MEX],1,4,20.0%,1,0,1,0.0%,2016,2024,4,0.87,5.5%,5.5%,66.1%,64.6%,41.9%,56.9%,37.6%,60.0%,55.0%
5,Kevin King [USA],4,1,80.0%,2,1,1,50.0%,2013,2020,3,1.21,1.2%,3.3%,63.5%,64.7%,55.7%,61.4%,46.6%,66.7%,50.0%
5,Evan Song [USA],4,1,80.0%,0,0,0,-,2015,2019,4,1.24,3.1%,4.8%,63.4%,68.6%,58.9%,65.1%,43.3%,50.0%,37.5%
5,Tim Smyczek [USA],1,4,20.0%,2,1,1,50.0%,2014,2017,5,0.88,1.7%,3.2%,58.7%,60.1%,44.8%,53.8%,40.8%,44.2%,51.7%
4,Ryan Harrison [USA],3,1,75.0%,0,0,0,-,2014,2023,3,1.06,2.3%,5.0%,55.2%,64.8%,55.6%,60.6%,41.8%,63.2%,37.5%
4,Aleksandar Vukic [AUS],3,1,75.0%,1,0,1,0.0%,2019,2021,4,1.08,5.3%,5.3%,62.9%,70.0%,55.1%,64.5%,38.5%,65.4%,36.4%
