Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,21,4,17,19.0%,12-37,24.5%,183-277,39.8%,2-3,40.0%,21,59.6%,19.7%,2.7%,5.7%,66.3%,60.0%,45.4%,55.1%,36.2%,45.8%,0.81
Clay,1,0,1,0.0%,0-2,0.0%,5-12,29.4%,0-0,-,1,50.0%,11.1%,3.5%,8.8%,50.9%,65.5%,35.7%,50.9%,28.0%,40.2%,0.57
Grass,13,5,8,38.5%,11-20,35.5%,121-150,44.6%,1-1,50.0%,13,65.7%,23.7%,5.4%,6.6%,58.4%,69.0%,42.5%,58.0%,36.6%,47.5%,0.87
Grand Slams,4,1,3,25.0%,4-9,30.8%,44-70,38.6%,0-0,-,4,60.3%,16.1%,2.4%,8.3%,68.7%,62.6%,35.0%,54.0%,34.9%,44.7%,0.76
Masters,2,0,2,0.0%,0-4,0.0%,14-26,35.0%,0-1,0.0%,2,63.2%,10.0%,4.5%,8.3%,56.4%,56.0%,50.0%,53.4%,31.3%,43.1%,0.67
Other Tours,29,8,21,27.6%,19-46,29.2%,251-343,42.3%,3-3,50.0%,29,61.8%,22.6%,3.9%,5.6%,62.5%,63.7%,44.9%,56.6%,36.7%,46.8%,0.85
Best of 5,4,1,3,25.0%,4-9,30.8%,44-70,38.6%,0-0,-,4,60.3%,16.1%,2.4%,8.3%,68.7%,62.6%,35.0%,54.0%,34.9%,44.7%,0.76
Best of 3,31,8,23,25.8%,19-50,27.5%,265-369,41.8%,3-4,42.9%,31,61.9%,21.8%,4.0%,5.8%,62.1%,63.2%,45.3%,56.4%,36.4%,46.5%,0.84
Quarter-finals,2,0,2,0.0%,0-4,0.0%,7-24,22.6%,0-0,-,2,40.0%,6.3%,1.1%,7.4%,67.0%,50.8%,38.7%,46.8%,30.8%,38.3%,0.58
vs Righties,25,7,18,28.0%,17-42,28.8%,223-312,41.7%,2-3,40.0%,25,61.5%,21.7%,3.6%,5.9%,62.4%,63.8%,42.9%,55.9%,36.9%,46.5%,0.84
vs Lefties,10,2,8,20.0%,6-17,26.1%,86-127,40.4%,1-1,50.0%,10,61.9%,18.9%,3.9%,6.9%,64.9%,61.6%,46.9%,56.4%,34.2%,45.7%,0.78
vs Top 10,4,0,4,0.0%,1-10,9.1%,25-64,28.1%,0-0,-,4,47.7%,8.9%,0.4%,4.9%,65.7%,56.5%,35.1%,49.1%,26.7%,38.7%,0.53
