Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),260,207,312,1456,294,1422,254,1443,206,1428,,,,
2025,289,182,257,1506,249,1467,229,1468,192,1453,,,,
2024,354,141,290,1461,281,1417,261,1429,,,846,46,,
2023,787,28,,,,,,,,,,,,
2022,198,280,229,1515,192,1504,301,1390,166,1467,,,,
2021,159,434,98,1691,76,1677,176,1520,,,,,,
2020,371,110,,,,,,,,,1055,21,,
2019,422,80,308,1431,287,1404,282,1401,,,1037,21,,
2018,316,93,281,1438,267,1393,245,1432,180,1454,486,35,,
2017,167,328,137,1626,129,1597,176,1514,97,1570,443,124,,
2016,116,508,130,1636,118,1605,147,1542,114,1553,214,348,,
2015,351,130,298,1412,263,1398,268,1393,,,570,98,,
2014,467,80,226,1500,210,1474,,,,,1234,16,,
2013,1083,8,,,,,,,,,1131,18,,
2012,1401,2,,,,,,,,,1420,6,,
