Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,4,Hard,7,3,4,42.9%,3,3,0,100.0%,2017,2023,R64,6,0.88,2.6%,4.6%,64.7%,69.4%,47.8%,61.8%,33.6%,64.3%,34.2%
Roland Garros,4,Clay,5,1,4,20.0%,1,1,0,100.0%,2016,2022,Q2,1,0.44,1.8%,12.7%,74.5%,53.7%,28.6%,47.3%,23.4%,37.5%,16.7%
Wimbledon,4,Grass,9,4,5,44.4%,1,1,0,100.0%,2016,2022,R128,4,1.00,3.6%,7.2%,67.8%,69.9%,48.5%,63.0%,36.9%,64.3%,35.5%
US Open,7,Hard,8,1,7,12.5%,1,0,1,0.0%,2014,2022,R128,5,0.87,2.2%,7.7%,66.6%,60.9%,33.6%,51.8%,42.1%,46.0%,51.2%
Acapulco,5,Hard,14,8,6,57.1%,3,1,2,33.3%,2017,2026,R16,14,1.00,2.4%,4.3%,68.0%,62.8%,45.9%,57.4%,42.8%,51.6%,51.0%
Delray Beach,10,Hard,17,6,11,35.3%,3,1,2,33.3%,2014,2025,QF,17,0.94,3.0%,6.3%,62.6%,60.8%,46.5%,55.5%,42.0%,51.7%,42.5%
Houston,2,Clay,4,2,2,50.0%,2,1,1,50.0%,2018,2024,R32,4,0.92,1.8%,6.8%,60.4%,60.4%,42.3%,53.2%,43.2%,53.1%,38.2%
Indian Wells Masters,6,Hard,8,2,6,25.0%,3,0,3,0.0%,2014,2023,R128,8,0.86,3.6%,5.5%,59.4%,62.5%,46.7%,56.1%,37.9%,64.6%,29.2%
Cincinnati Masters,4,Hard,5,1,4,20.0%,0,0,0,-,2015,2022,R64,4,0.83,3.2%,4.4%,52.2%,58.0%,47.5%,53.0%,38.8%,52.4%,37.9%
Washington,4,Hard,4,0,4,0.0%,1,0,1,0.0%,2014,2022,R64,4,0.70,1.7%,7.6%,57.0%,65.7%,46.4%,57.4%,29.7%,73.3%,33.3%
