Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,18,8,10,44.4%,20-22,47.6%,191-205,48.2%,3-3,50.0%,17,71.6%,25.0%,5.3%,6.7%,58.3%,70.5%,45.4%,60.0%,39.5%,49.2%,0.99,QF (3x)
2025,22,14,8,63.6%,31-22,58.5%,263-223,54.1%,2-1,66.7%,22,71.8%,37.0%,3.1%,3.5%,62.7%,67.0%,48.3%,60.0%,45.0%,52.4%,1.12,W (Champaign)
2024,35,19,16,54.3%,45-41,52.3%,418-395,51.4%,5-4,55.6%,34,73.6%,29.3%,2.3%,5.5%,64.6%,65.0%,50.7%,59.9%,41.5%,50.6%,1.03,SF (3x)
2023,6,2,4,33.3%,7-7,50.0%,70-71,49.6%,1-2,33.3%,6,73.2%,25.0%,4.2%,6.7%,64.6%,67.1%,47.6%,60.2%,40.0%,50.2%,1.00,QF (Cleveland)
2022,27,11,16,40.7%,27-36,42.9%,284-315,47.4%,4-4,50.0%,27,67.3%,27.0%,3.9%,6.7%,62.4%,65.8%,45.0%,58.0%,40.3%,49.0%,0.96,F (Las Vegas)
2021,34,25,9,73.5%,52-29,64.2%,418-344,54.9%,5-2,71.4%,34,77.6%,31.3%,5.7%,4.5%,64.3%,69.1%,52.1%,63.0%,41.5%,51.9%,1.12,W (3x)
2020,7,4,3,57.1%,9-7,56.3%,78-76,50.6%,2-1,66.7%,7,80.3%,20.0%,4.5%,4.9%,60.4%,68.6%,54.1%,62.9%,36.3%,49.8%,0.98,SF (Ann Arbor)
2019,25,13,12,52.0%,26-27,49.1%,254-262,49.2%,2-4,33.3%,25,71.5%,28.1%,3.0%,6.4%,63.5%,66.9%,48.2%,60.1%,41.4%,50.5%,1.04,QF (2x)
2018,22,8,14,36.4%,19-30,38.8%,220-255,46.3%,2-5,28.6%,21,62.6%,31.9%,3.9%,6.8%,60.8%,63.0%,44.8%,55.8%,41.5%,48.7%,0.94,QF (2x)
2017,31,18,13,58.1%,40-31,56.3%,349-329,51.5%,2-5,28.6%,31,69.1%,33.8%,3.2%,4.8%,64.1%,64.7%,49.1%,59.1%,42.4%,50.7%,1.04,W (Las Vegas)
2016,48,31,17,64.6%,67-44,60.4%,547-491,52.7%,6-2,75.0%,48,73.5%,30.9%,5.6%,5.7%,52.7%,69.3%,49.6%,60.0%,41.4%,50.8%,1.04,W (Columbus)
2015,13,5,8,38.5%,11-17,39.3%,135-137,49.6%,1-4,20.0%,13,69.9%,30.6%,4.8%,4.8%,52.5%,66.4%,49.4%,58.3%,42.0%,49.6%,1.01,QF (2x)
2014,6,4,2,66.7%,8-8,50.0%,79-80,49.7%,2-1,66.7%,6,79.5%,19.2%,1.9%,1.3%,61.6%,65.4%,56.0%,61.8%,36.9%,49.4%,0.97,F (Sacramento)
Career,294,162,132,55.1%,362-321,53.0%,3306-3183,50.9%,37-38,49.3%,291,72.0%,29.9%,4.1%,5.4%,60.8%,66.8%,49.0%,59.8%,41.4%,50.5%,1.03,
