Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,11,Hard,18,7,11,38.9%,10,5,5,50.0%,2008,2022,R32,18,0.92,10.2%,6.3%,57.2%,72.8%,47.6%,62.0%,35.0%,64.2%,37.8%
Roland Garros,15,Clay,35,20,15,57.1%,16,8,8,50.0%,2007,2021,SF,32,1.06,10.4%,5.2%,57.4%,75.0%,52.0%,65.2%,36.9%,57.4%,41.6%
Wimbledon,13,Grass,29,16,13,55.2%,22,10,12,45.5%,2007,2021,R16,26,0.93,13.9%,5.2%,63.9%,76.3%,49.7%,66.7%,31.0%,64.3%,41.1%
US Open,14,Hard,25,11,14,44.0%,13,6,7,46.2%,2006,2021,R16,23,1.01,12.7%,6.7%,58.2%,77.2%,48.3%,65.1%,35.3%,70.7%,34.3%
Olympics,1,,1,0,1,0.0%,0,0,0,-,2008,2008,R64,1,0.53,6.6%,3.3%,65.6%,62.5%,28.6%,50.8%,26.1%,69.2%,100.0%
Davis Cup,11,,31,25,6,80.6%,9,4,5,44.4%,2005,2023,,1,0.55,2.2%,11.1%,46.7%,76.2%,29.2%,51.1%,26.8%,28.6%,100.0%
Sofia,2,Hard,4,2,2,50.0%,4,3,1,75.0%,2018,2022,R32,4,0.94,11.3%,8.7%,54.7%,79.3%,50.0%,66.0%,31.9%,55.0%,58.3%
Marseille,8,Hard,14,7,7,50.0%,8,4,4,50.0%,2011,2022,W,14,1.03,16.4%,3.1%,64.6%,79.1%,50.4%,69.0%,32.0%,66.1%,27.5%
Montpellier,3,Hard,6,3,3,50.0%,3,1,2,33.3%,2016,2022,R16,6,0.96,12.7%,4.5%,63.6%,74.9%,49.7%,65.7%,32.8%,70.0%,47.8%
Indian Wells Masters,12,Hard,25,13,12,52.0%,10,2,8,20.0%,2008,2021,QF,25,1.06,11.4%,6.2%,57.3%,77.7%,46.0%,64.1%,38.2%,56.5%,39.1%
Kitzbuhel,5,Clay,8,3,5,37.5%,1,0,1,0.0%,2007,2021,R16,8,0.82,7.7%,7.8%,51.6%,73.8%,48.2%,61.4%,31.8%,58.5%,45.5%
Gstaad,4,Clay,8,4,4,50.0%,3,3,0,100.0%,2012,2021,QF,8,0.97,11.1%,5.5%,54.6%,76.4%,50.9%,64.8%,34.2%,64.3%,30.6%
